,road_id,road_name,road_level
314,200003086,,secondary
315,200003087,,secondary
316,200003088,,secondary
317,200003089,,secondary
318,200003103,,secondary_link
319,200003104,清华东路,secondary
320,200003154,,secondary
321,200003329,,trunk_link
322,200003330,,trunk_link
323,200003331,,tertiary
324,200003332,,trunk_link
325,200003444,黑山扈路,tertiary
326,200003445,颐和园路,secondary
327,200003446,昆明湖路,tertiary
328,200003465,,tertiary
329,200003533,中关村北大街,primary
330,200003536,北四环西路,tertiary
331,200003537,北四环西路,tertiary
332,200003538,芙蓉北路,tertiary
333,200003539,,trunk_link
334,200003540,,trunk_link
335,200003541,,trunk_link
336,200003542,万泉河路,tertiary
337,200003544,北四环西路,tertiary
338,200003547,,trunk_link
339,200003548,万泉河路,tertiary_link
340,200003549,,tertiary
341,200003550,,trunk_link
342,200003551,,trunk_link
343,200003552,北四环西路,tertiary
344,200003553,北四环西路,tertiary
345,200003554,北四环西路,tertiary
346,200003555,万泉河路,trunk
347,200003556,,trunk_link
348,200003557,,trunk_link
349,200003558,万泉河路,trunk
350,200003559,万泉河路,trunk
351,200003560,,tertiary_link
352,200003561,,trunk_link
353,200003562,万泉河路,tertiary
354,200003563,万泉河路,tertiary
355,200003564,万泉河路,tertiary
356,200003565,万泉河路,tertiary
357,200003566,,tertiary_link
358,200003567,,trunk_link
359,200003568,,tertiary_link
360,200003569,,trunk_link
361,200003570,,trunk_link
362,200003571,,trunk_link
363,200003572,北四环西路,tertiary
364,200003573,北四环西路,tertiary
365,200003574,北四环西路,tertiary
366,200003575,北四环西路,tertiary
367,200003576,北四环西路,tertiary
368,200003577,,tertiary_link
369,200003578,,trunk_link
370,200003579,,tertiary_link
371,200003580,,tertiary_link
372,200003581,,tertiary_link
373,200003583,,trunk_link
374,200003584,,trunk_link
375,200003683,,primary_link
376,200003684,,primary_link
377,200003685,京藏高速,motorway
378,200003686,,motorway_link
379,200003687,双清路,tertiary
380,200003688,,motorway_link
381,200003689,,motorway_link
382,200003691,,motorway_link
383,200003692,,motorway_link
384,200003693,,tertiary
385,200003694,清河桥,motorway
386,200003695,,motorway_link
387,200003696,,motorway_link
388,200003697,北五环,motorway
389,200003698,,tertiary
390,200003700,清河桥,motorway
391,200003701,,motorway_link
392,200003702,北五环,motorway
393,200003703,G6辅路,primary
394,200003704,G6辅路,primary
395,200003705,G6辅路,primary
396,200003710,京藏高速,motorway
397,200003711,北五环,motorway
398,200003769,科荟路,secondary
399,200003770,科荟路,secondary
400,200003771,,motorway_link
401,200003772,,secondary
402,200003773,,secondary
403,200003774,,secondary
404,200003775,,motorway_link
405,200003776,,secondary
406,200003777,,tertiary
407,200003778,,tertiary
408,200003779,,tertiary
409,200003780,,tertiary
410,200003781,,tertiary
411,200003782,,tertiary
412,200003783,,motorway_link
413,200003784,,motorway_link
414,200003785,,motorway_link
415,200003786,,motorway_link
416,200003787,,motorway_link
417,200003788,,motorway_link
418,200003825,,primary_link
419,200003826,,primary_link
420,200003827,,tertiary_link
421,200003828,,trunk_link
422,200003829,北四环中路,tertiary
423,200003830,北四环中路,tertiary
424,200003831,北四环中路,tertiary
425,200003832,北四环中路,tertiary
426,200003833,北四环中路,tertiary
427,200003835,,trunk_link
428,200003837,,trunk_link
429,200003838,,trunk_link
430,200003839,,tertiary_link
431,200003841,,trunk_link
432,200003842,,trunk_link
433,200003845,,trunk_link
434,200003846,,tertiary_link
435,200003847,,tertiary_link
436,200003848,,trunk_link
437,200003849,,tertiary
438,200003850,,trunk_link
439,200003854,,trunk_link
440,200003855,,trunk_link
441,200003857,,trunk_link
442,200003858,,trunk_link
443,200003860,,tertiary
444,200003861,,tertiary_link
445,200003863,,trunk_link
446,200003864,,tertiary_link
447,200003865,西土城路,trunk
448,200003941,,trunk_link
449,200003942,学清路,primary
450,200003943,学清路,primary
451,200003944,学清路,primary
452,200003945,学院路,primary
453,200003946,学院路,primary
454,200003947,,secondary_link
455,200003957,北太平庄路,primary
456,200003958,北太平庄路,primary
457,200003981,,motorway
458,200003982,,motorway
459,200003983,京藏高速,motorway
460,200003984,,motorway
461,200003985,京藏高速,motorway
462,200003986,京藏高速,motorway
463,200003987,京藏高速,motorway
464,200003988,京藏高速,motorway
465,200003989,G6辅路,tertiary
466,200003990,G6辅路,tertiary
467,200003991,G6辅路,tertiary
468,200003992,G6辅路,tertiary
469,200003993,G6辅路,primary
470,200003994,G6辅路,primary
471,200003995,G6辅路,primary
472,200003996,G6辅路,primary
473,200003997,G6辅路,primary
474,200003998,G6辅路,primary
475,200003999,北辰西路,secondary
476,200004000,北辰西路,secondary
477,200004001,北辰西路,secondary
478,200004002,北辰西路,secondary
479,200004003,北辰西路,secondary
480,200004004,G6辅路,tertiary
481,200004005,G6辅路,tertiary
482,200004006,科荟路,secondary
483,200004007,石板房南路,secondary
484,200004008,石板房南路,secondary
485,200004009,石板房南路,secondary
486,200004010,北三环,trunk
487,200004011,北四环中路,tertiary
488,200004012,北四环中路,tertiary
489,200004013,北四环中路,tertiary
490,200004014,北三环中路,tertiary
491,200004018,北三环中路,tertiary
492,200004019,北三环中路,tertiary
493,200004020,北三环中路,tertiary
494,200004021,北三环东路,tertiary
495,200004022,北三环东路,tertiary
496,200004023,北三环中路,tertiary
497,200004024,北三环中路,tertiary
498,200004025,北三环中路,tertiary
499,200004026,北三环中路,tertiary
500,200004027,北三环中路,tertiary
501,200004028,,tertiary_link
502,200004029,鼓楼外大街,tertiary
503,200004030,鼓楼外大街,tertiary
504,200004031,,tertiary_link
505,200004032,,tertiary_link
506,200004033,,tertiary_link
507,200004034,,motorway_link
508,200004035,德胜门外大街,secondary
509,200004036,,trunk_link
510,200004037,,motorway_link
511,200004038,,motorway_link
512,200004039,,trunk_link
513,200004040,,motorway_link
514,200004041,,trunk_link
515,200004042,,trunk_link
516,200004043,,trunk_link
517,200004044,,secondary_link
518,200004045,马甸桥,secondary
519,200004047,,motorway_link
520,200004048,,motorway_link
521,200004049,,trunk_link
522,200004050,,tertiary_link
523,200004052,,trunk_link
524,200004053,,motorway_link
525,200004054,,motorway_link
526,200004055,,motorway_link
527,200004056,,trunk_link
528,200004057,,motorway_link
529,200004058,,trunk_link
530,200004059,,trunk_link
531,200004060,,motorway_link
532,200004062,马甸桥,secondary
533,200004063,,trunk_link
534,200004064,,secondary_link
535,200004065,,tertiary_link
536,200004066,,motorway_link
537,200004067,,trunk_link
538,200004068,,secondary_link
539,200004069,,tertiary_link
540,200004070,,secondary_link
541,200004071,,motorway_link
542,200004072,,motorway_link
543,200004073,,motorway_link
544,200004074,,motorway_link
545,200004075,,tertiary_link
546,200004076,,motorway_link
547,200004077,,tertiary_link
548,200004078,,motorway_link
549,200004079,,tertiary_link
550,200004080,北辰路,tertiary
551,200004081,北辰路,tertiary
552,200004082,,motorway_link
553,200004083,,tertiary
554,200004084,北辰路,tertiary
555,200004085,北辰路,tertiary
556,200004086,,tertiary
557,200004087,,tertiary
558,200004088,,tertiary
559,200004089,,motorway_link
560,200004090,,motorway_link
561,200004091,,secondary_link
562,200004092,鼓楼外大街,tertiary
563,200004093,鼓楼外大街,tertiary
564,200004094,,tertiary_link
565,200004095,,tertiary_link
566,200004097,安华桥,secondary
567,200004100,北辰路,secondary
568,200004101,北辰路,secondary
569,200004104,鼓楼外大街,secondary
570,200004105,鼓楼外大街,secondary
571,200004106,荷清路,secondary
572,200004107,荷清路,secondary
573,200004108,荷清路,secondary
574,200004109,清华东路,secondary
575,200004110,清华东路,secondary
576,200004111,林业大学北路,tertiary
577,200004112,清华东路,secondary
578,200004113,王庄路,tertiary
579,200004114,志新西路,secondary
580,200004115,小月河西路,tertiary
581,200004119,,primary_link
582,200004120,,secondary_link
583,200004195,中关村东路,secondary
584,200004196,中关村东路,secondary
585,200004197,中关村东路,secondary
586,200004198,,trunk_link
587,200004199,,trunk_link
588,200004200,安河桥大街,secondary
589,200004201,黑山扈路,secondary
590,200004202,黑山扈路,secondary
591,200004203,安河桥大街,secondary
592,200004204,红山口桥,tertiary
593,200004205,中关村大街,primary
594,200004206,中关村大街,primary
595,200004207,中关村大街,primary
596,200004208,中关村大街,primary
597,200004209,中关村北大街,primary
598,200004210,巴沟路,secondary
599,200004211,,primary_link
600,200004214,北三环,trunk
601,200004217,,trunk_link
602,200004218,,trunk_link
603,200004219,,trunk_link
604,200004220,,trunk_link
605,200004221,,trunk_link
606,200004222,,trunk_link
607,200004248,成府路,primary
608,200004249,成府路,primary
609,200004309,,secondary_link
610,200004310,,tertiary
611,200004311,,trunk_link
612,200004312,中关村南三街,tertiary
613,200004313,中关村南三街,tertiary
614,200004314,北四环中路,trunk
615,200004315,北四环西路,trunk
616,200004316,北四环西路,trunk
617,200004317,中关村东路,secondary
618,200004318,中关村东路,secondary
619,200004319,,trunk_link
620,200004320,,trunk_link
621,200004321,大运村路,tertiary
622,200004328,西土城路,tertiary
623,200004330,西土城路,tertiary
624,200004331,西土城路,tertiary
625,200004333,北四环中路,tertiary
626,200004334,展春园西路,tertiary
627,200004335,,tertiary
628,200004336,北四环中路,trunk
629,200004337,,trunk_link
630,200004338,,trunk_link
631,200004497,信息路,primary
632,200004498,中关村北大街,primary
633,200004502,,motorway_link
634,200004503,,motorway_link
635,200004591,北五环,motorway
636,200004592,北五环,motorway
637,200004593,北五环,motorway
638,200004596,圆明园西路,primary
639,200004597,圆明园西路,primary
640,200004598,北五环,motorway
641,200004599,,motorway_link
642,200004600,万泉河路,tertiary
643,200004601,万泉河路,tertiary
644,200004602,万泉河路,tertiary
645,200004603,,trunk_link
646,200004604,,trunk_link
647,200004605,,trunk_link
648,200004606,圆明园西路,tertiary
649,200004607,,tertiary_link
650,200004608,新建宫门路,tertiary
651,200004609,新建宫门路,tertiary
652,200004610,,motorway_link
653,200004612,,motorway_link
654,200004613,圆明园西路,tertiary
655,200004614,圆明园西路,tertiary
656,200004615,圆明园西路,tertiary
657,200004616,圆明园西路,tertiary
658,200004617,圆明园西路,tertiary
659,200004618,二龙闸路,secondary
660,200004619,二龙闸路,secondary
661,200004620,二龙闸路,secondary
662,200004621,昆明湖东路,secondary
663,200004622,昆明湖东路,secondary
664,200004623,昆明湖东路,secondary
665,200004625,蓝靛厂北路,trunk
666,200004626,蓝靛厂北路,trunk
667,200004627,蓝靛厂北路,trunk
668,200004628,万泉河路,trunk
669,200004629,颐和园路,secondary
670,200004630,颐和园路,secondary
671,200004631,颐和园路,secondary
672,200004632,,trunk_link
673,200004633,中关村大街,primary
674,200004634,中关村南路,tertiary
675,200004635,,tertiary
676,200004636,中关村北大街,tertiary
677,200004637,北五环,motorway
678,200004638,北五环,motorway
679,200004639,北五环,motorway
680,200004640,北五环,motorway
681,200004641,北五环,motorway
682,200004642,,motorway_link
683,200004643,北辰路,tertiary
684,200004646,,trunk_link
685,200004650,,trunk_link
686,200004651,,trunk_link
687,200004652,,trunk_link
688,200004653,北四环中路,trunk
689,200004654,,trunk_link
690,200004655,,trunk_link
691,200004657,北四环西路,tertiary
692,200004659,,tertiary_link
693,200004660,北四环中路,trunk_link
694,200004662,,trunk_link
695,200004663,北四环中路,trunk_link
696,200004670,北四环中路,tertiary
697,200004671,北四环中路,tertiary
698,200004672,北四环中路,tertiary
699,200004673,北四环中路,tertiary
700,200004674,北四环中路,tertiary
701,200004675,北四环中路,tertiary
702,200004677,,tertiary_link
703,200004678,,tertiary
704,200004679,,tertiary
705,200004680,颐和园路,tertiary
706,200004681,,tertiary_link
707,200004699,,tertiary_link
708,200004700,,primary_link
709,200004701,,primary_link
710,200004702,,primary_link
711,200004703,,trunk_link
712,200004704,,primary_link
713,200004719,丹棱街,tertiary
714,200004720,丹棱街,tertiary
715,200004721,丹棱街,tertiary
716,200004722,丹棱街,tertiary
717,200004723,海淀中街,tertiary
718,200004724,海淀中街,tertiary
719,200004725,海淀中街,tertiary
720,200004726,海淀中街,tertiary
721,200004727,海淀中街,tertiary
722,200004728,海淀中街,tertiary
723,200004729,海淀中街,tertiary
724,200004730,海淀中街,tertiary
725,200004731,海淀中街,tertiary
726,200004732,海淀南路,secondary
727,200004733,海淀南路,secondary
728,200004734,海淀南路,secondary
729,200004735,海淀南路,secondary
730,200004736,海淀南路,tertiary
731,200004737,海淀大街,tertiary
732,200004738,海淀大街,tertiary
733,200004739,海淀大街,tertiary
734,200004740,海淀大街,tertiary
735,200004741,海淀大街,tertiary
736,200004742,海淀大街,tertiary
737,200004743,善缘街,tertiary
738,200004744,善缘街,tertiary
739,200004745,善缘街,tertiary
740,200004746,善缘街,tertiary
741,200004747,巴沟路,secondary
742,200004748,,trunk_link
743,200004749,,trunk_link
744,200004750,,trunk_link
745,200004751,万泉河路,trunk
746,200004752,万泉河路,trunk
747,200004753,万泉河路,trunk
748,200004754,万泉河路,trunk
749,200004755,苏州街,tertiary
750,200004756,,tertiary_link
751,200004757,,tertiary_link
752,200004758,,tertiary
753,200004759,学院路,tertiary
754,200004760,西土城路,tertiary
755,200004761,西土城路,tertiary
756,200004762,西土城路,tertiary
757,200004766,成府路,primary
758,200004767,西土城路,trunk_link
759,200004768,西土城路,trunk_link
760,200004769,西土城路,trunk
761,200004770,西土城路,trunk
762,200004771,学院路,primary
763,200004772,中关村北大街,primary
764,200004773,学院路,tertiary
765,200004774,西土城路,tertiary
766,200004775,西土城路,tertiary
767,200004776,西土城路,tertiary
768,200004777,西土城路,tertiary
769,200004785,,tertiary_link
770,200004786,,tertiary_link
771,200004787,,tertiary_link
772,200004788,,tertiary_link
773,200004789,,tertiary_link
774,200004804,中关村北大街,primary
775,200004810,颐和园路,secondary
776,200004811,中关村北大街,primary
777,200004812,,tertiary
778,200004813,,tertiary_link
779,200004814,成府路,primary
780,200004815,中关村北大街,primary
781,200004816,,tertiary
782,200004817,,tertiary
783,200004818,成府路,primary
784,200004819,中关村北大街,primary
785,200004820,,tertiary
786,200004852,,motorway_link
787,200004853,德胜门外大街,motorway
788,200004854,德胜门外大街,motorway
789,200004855,德胜门外大街,secondary
790,200004858,信息路,primary
791,200004912,成府路,primary
792,200004913,中关村东路,secondary
793,200004973,成府路,primary
794,200004974,成府路,primary
795,200004975,成府路,primary
796,200004976,双清路,tertiary
797,200004989,万泉河路,tertiary
798,200004990,万泉河路,tertiary
799,200004991,北三环,trunk
800,200004992,北三环,trunk
801,200004993,北三环西路,tertiary
802,200004994,北三环西路,tertiary
803,200004995,北三环西路,tertiary
804,200005022,信息路,primary
805,200005023,上地南路,tertiary
806,200005024,,primary
807,200005025,,tertiary_link
808,200005140,西土城路,trunk
809,200005141,西土城路,trunk
810,200005142,西土城路,trunk
811,200005143,西土城路,trunk
812,200005144,西土城路,trunk
813,200005145,学院路,primary
814,200005146,学院路,trunk
815,200005147,学院路,trunk
816,200005148,知春路,secondary
817,200005149,知春路,secondary
818,200005150,,trunk_link
819,200005151,北土城西路,secondary
820,200005152,北土城西路,secondary
821,200005153,北土城西路,secondary
822,200005154,北土城西路,tertiary
823,200005155,学院路,tertiary
824,200005156,学院路,tertiary
825,200005157,清华南路,tertiary
826,200005158,清华南路,tertiary
827,200005159,知春路,tertiary
828,200005160,西土城路,tertiary
829,200005161,西土城路,tertiary
830,200005162,西土城路,trunk
831,200005164,北辰西路,secondary
832,200005165,大屯路,tertiary
833,200005166,大屯路,tertiary
834,200005167,大屯路,tertiary
835,200005168,大屯路,tertiary
836,200005169,大屯路,tertiary
837,200005170,大屯路,tertiary
838,200005171,大屯路,tertiary
839,200005172,大屯路,tertiary
840,200005173,大屯路,tertiary
841,200005174,大屯路,tertiary
842,200005175,大屯路,tertiary
843,200005176,大屯路,tertiary
844,200005177,大屯路,tertiary
845,200005178,大屯路,tertiary
846,200005179,大屯路,tertiary
847,200005180,大屯路,tertiary
848,200005181,大屯路,tertiary
849,200005182,大屯路,tertiary
850,200005183,大屯路,secondary
851,200005184,大屯路,secondary
852,200005185,大屯路,secondary
853,200005186,国家体育场北路,tertiary
854,200005187,学院路,primary
855,200005188,学院路,primary
856,200005189,,primary_link
857,200005190,,tertiary_link
858,200005191,,tertiary_link
859,200005322,颐和园路,tertiary
860,200005346,,tertiary_link
861,200005363,北三环,trunk
862,200005364,北三环,trunk
863,200005365,,motorway_link
864,200005366,,trunk_link
865,200005367,,trunk_link
866,200005368,,trunk_link
867,200005369,,trunk_link
868,200005370,,trunk_link
869,200005371,,trunk_link
870,200005372,北三环西路,tertiary
871,200005373,北三环西路,tertiary
872,200005374,北三环西路,tertiary
873,200005375,北三环,trunk
874,200005376,北三环,trunk
875,200005557,北三环,trunk
876,200005566,北三环西路,tertiary
877,200005567,北三环西路,tertiary
878,200005568,北三环西路,tertiary
879,200005669,大屯路,secondary
880,200005670,大屯路,secondary
881,200005671,大屯路,secondary
882,200005672,大屯路,secondary
883,200005673,大屯路,secondary
884,200005674,科荟路,secondary
885,200005675,林萃路,secondary
886,200005676,林萃路,secondary
887,200005677,,motorway_link
888,200005679,,motorway_link
889,200005680,科荟南路,tertiary
890,200005681,科荟南路,tertiary
891,200005682,科荟南路,tertiary
892,200005683,科荟南路,tertiary
893,200005684,奥林东路,secondary
894,200005685,奥林东路,secondary
895,200005686,北五环,motorway
896,200005687,北五环,motorway
897,200005688,北五环,motorway
898,200005692,,primary_link
899,200005693,圆明园西路,tertiary
900,200005694,圆明园西路,tertiary
901,200005695,巴沟路,secondary
902,200005696,万柳中路,tertiary
903,200005698,万泉庄路,tertiary
904,200005699,万泉庄路,tertiary
905,200005700,,tertiary_link
906,200005704,西四环北路,tertiary
907,200005705,西四环北路,tertiary
908,200005709,西四环北路,trunk
909,200005713,西四环北路,trunk
910,200005848,,tertiary_link
911,200005852,,trunk_link
912,200005859,西四环北路,tertiary
913,200005860,西四环北路,tertiary
914,200005867,北四环西路,trunk
915,200005869,万泉河路,tertiary
916,200005870,万泉河路,tertiary
917,200005871,万泉河路,tertiary
918,200005872,万泉河路,trunk
919,200005873,万泉河路,trunk
920,200005878,西四环北路,tertiary
921,200005881,西四环北路,tertiary
922,200005884,北四环西路,trunk
