Unnamed: 0,poi_id,category,name,Address
17,700000683,111000,思迪博软件北京有限公司,"利泽中一路西侧叶青大厦北区内, 距离望京北路和利泽中一路交叉口西北角150m"
18,700000728,132000,稻草人保暖内衣,"京密路东侧, 距离未知路名和京密路交叉口西南角800m"
19,700000742,111000,北京大光诚业科贸有限公司,"望京街南侧华鼎世家社区南区内, 距离阜通西大街和望京街交叉口南角50m"
20,700000745,131500,韩国IPI中国本部,"望京街南侧华鼎世家社区南区内, 距离阜通西大街和望京街交叉口南角50m"
21,700000763,139900,自然之宝(凯德MALL·望京),"广顺北大街南侧凯德MALL·望京内, 距离湖光中街和广顺北大街交叉口南角350m"
22,700000799,102000,AJ川湘烧菜,"酒仙桥北路东侧, 距离未知路名和酒仙桥北路交叉口西角550m"
23,700000853,251000,中国工商银行(京城支行),"望京西路东侧, 距离南湖西园南路和望京西路交叉口西南角50m"
24,700000895,102100,北纬36°火锅料理,"利泽中一路西侧望京华彩商业中心内, 距离利泽中街和利泽中一路交叉口西北角250m"
25,700000905,111000,喜马拉雅FM(北京),"望京西路东侧, 距离南湖西园中街和望京西路交叉口南角200m"
26,700000939,201400,甘肃德生堂大药房连锁经营有限公司,"阜通东大街西侧望京内, 距离阜荣街和阜通东大街交叉口西角50m以内"
27,700000953,143300,鲜花婚庆,"南湖中园二条北侧花家地西里东区内, 距离南湖南路和南湖中园二条交叉口西角450m"
28,700000965,121400,崔各庄地区办事处个人出租房屋税款代征点,"未知路名东侧大望京社区内, 距离未知路名和未知路名交叉口东北角100m"
29,700001021,102210,小白家章鱼烧(望京店),"阜通东大街西侧望京SOHO北区内, 距离阜通西大街和阜通东大街交叉口西南角150m"
30,700001113,141700,VI视觉摄影工作室,"河荫西路南侧望京南湖佳苑内, 距离望京西路和河荫西路交叉口东北角300m"
31,700001128,111200,北京市升哲科技有限公司,"阜通东大街西侧望京SOHO北区内, 距离阜通西大街和阜通东大街交叉口西南角150m"
32,700001139,231600,花家地西里社区老年活动站,"南湖中园二条南侧花家地西里社区内, 距离望京西路和南湖中园二条交叉口东角400m"
33,700001153,101017,永宝顺湘菜馆,"未知路名东侧, 距离未知路名和未知路名交叉口北角100m"
34,700001299,169900,金枫酒店-健身房,"未知路名东侧, 距离酒仙桥北路和未知路名交叉口北角400m"
35,700001304,132300,fancybaby韩国进口童品(望京折扣店),"阜通西大街南侧都市心海岸雅园东区内, 距离花家地街和阜通西大街交叉口东北角150m"
36,700001362,101600,小火锅,"京密路东侧, 距离未知路名和京密路交叉口西南角750m"
37,700001491,111000,北京和晟源股票配资公司,"阜安路东侧金辉大厦北区内, 距离宏泰东街和阜安路交叉口东北角350m"
38,700001500,801010,柠檬设计-东南门,"东五环北侧草场地内, 距离东五环和东五环交叉口西北角2800m"
39,700001555,241500,原心艺术实验工坊,"阜通东大街西侧望京SOHO北区内, 距离阜通西大街和阜通东大街交叉口西南角150m"
40,700001568,102500,方恒假日酒店露台吧,"阜荣街北侧望京国际商务区北区内, 距离未知路名和阜荣街交叉口北角50m"
41,700001588,132000,美国狼耳,"未知路名北侧望京内, 距离未知路名和未知路名交叉口西南角100m"
42,700001596,131300,爱科生活,"宏泰西街南侧望京西园三区内, 距离阜安西路和宏泰西街交叉口西南角400m"
43,700001602,102000,源东村零食牛肉干,"广顺南大街西侧望京商业区北区内, 距离广顺北大街和广顺南大街交叉口南角50m"
44,700001694,132000,BUOUBUOU,"广顺北大街南侧凯德MALL·望京内, 距离湖光中街和广顺北大街交叉口南角350m"
45,700001695,132200,EYESTORY,"阜安路西侧新荟城购物中心内, 距离宏泰东街和阜安路交叉口西南角250m"
46,700001788,241200,北京市陈经纶中学分校小学部,"利泽西街西侧利泽西园北区内, 距离望京北路和利泽西街交叉口东角300m"
47,700001836,281010,南湖中园小区230号楼,"湖光中街北侧南湖中园小区内, 距离南湖南路和湖光中街交叉口西北角100m"
48,700001928,111000,晨辉日升,"阜通东大街西侧望京内, 距离阜荣街和阜通东大街交叉口西角50m以内"
49,700002002,801010,望花路西里10号楼-正门,"广顺南大街西侧望花路西里社区周边内, 距离广顺北大街和广顺南大街交叉口东南角200m"
50,700002039,289900,明枫艺术园,"东五环北侧草场地内, 距离东五环和东五环交叉口西北角2800m"
51,700002125,132500,植物医生(新荟城购物中心店),"阜安路西侧新荟城购物中心内, 距离宏泰东街和阜安路交叉口西南角250m"
52,700002177,132000,Velwin(BHG百货望京店),"广顺北大街南侧凯德MALL·望京内, 距离湖光中街和广顺北大街交叉口南角350m"
53,700002249,271213,广顺北大街与河荫中路交叉口,"利泽西街东侧, 距离利泽西二路和利泽西街交叉口东南角350m"
54,700002375,143410,吉川造型(望京店),"望京西路西侧望京南湖西园内, 距离河荫西路和望京西路交叉口西南角200m"
55,700002403,111000,北京环球国际广告有限公司,"阜安西路西侧望京内, 距离阜荣街和阜安西路交叉口西南角150m"
56,700002431,801010,六佰本商业街北区北区-西五门,"利泽西街北侧望京明显苑内, 距离利泽西二路和利泽西街交叉口东北角300m"
57,700002510,288000,南湖中园316号楼,"湖光中街东侧, 距离南湖西园南路和湖光中街交叉口东南角50m"
58,700002542,131500,馨宁居休闲家具体验馆,"酒仙桥北路东侧, 距离未知路名和酒仙桥北路交叉口西角350m"
59,700002594,191100,叶青大厦-A座东停车场,"利泽中一路西侧叶青大厦北区内, 距离望京北路和利泽中一路交叉口西北角150m"
60,700002657,132000,花花公子,"南湖北路南侧旺角购物广场北区内, 距离河荫西路和南湖北路交叉口南角250m"
61,700002688,102600,天津炸糕,"未知路名西侧上品来广营店内, 距离北五环和未知路名交叉口东北角150m"
62,700002809,102000,羊掌柜羊汤,"未知路名南侧望京国际商业中心内, 距离未知路名和未知路名交叉口南角50m"
63,700002874,191800,晒车无忧无水洗车(恒通国际创新园UCP店),"酒仙桥北路东侧北京798艺术区内, 距离未知路名和酒仙桥北路交叉口西北角450m"
64,700002959,189900,阳光游泳健身中心,"南湖中园二条东侧, 距离望京西路和南湖中园二条交叉口东角250m"
65,700003006,141211,丰巢,"南湖南路东侧, 距离未知路名和南湖南路交叉口南角150m"
66,700003090,251100,博雅国际酒店-自动取款机,"未知路名东侧, 距离北五环和未知路名交叉口西南角200m"
67,700003106,143410,海韵生活馆,"阜安路西侧新荟城购物中心内, 距离宏泰东街和阜安路交叉口西南角250m"
68,700003115,121600,中国初级卫生保健基金会,"南皋路东侧, 距离首都机场辅路和南皋路交叉口东南角450m"
69,700003203,801010,西北八门,"未知路名北侧望京内, 距离未知路名和未知路名交叉口西南角100m"
70,700003227,111000,瑞雅科医药(北京)有限公司,"阜通西大街南侧望京SOHO东区内, 距离阜安西路和阜通西大街交叉口东南角100m"
71,700003270,801010,望和益民商城-北门,"宏泰西街南侧望京商业区东区内, 距离广顺北大街和宏泰西街交叉口东南角50m"
72,700003306,101099,青年菜君(阜通西大街大西洋新城店),"南湖南路东侧, 距离南湖中园二条和南湖南路交叉口南角100m"
73,700003310,111000,北京乐天时代咨询顾问有限公司,"阜通东大街东侧望京商务区内, 距离阜荣街和阜通东大街交叉口东北角150m"
74,700003316,111000,直航通网络科技(北京)有限公司,"阜安西路西侧望京内, 距离阜荣街和阜安西路交叉口西南角150m"
75,700003347,289900,望京东路8号院2号楼,"屏翠东路西侧望京东路8号院南区内, 距离利泽东街和屏翠东路交叉口南角100m"
76,700003383,801010,彩虹路-北口,"未知路名南侧望京公园北区内, 距离未知路名和未知路名交叉口南角200m"
77,700003392,801010,凯德MALL.-望京-东北十门,"广顺北大街南侧凯德MALL·望京内, 距离湖光中街和广顺北大街交叉口南角350m"
78,700003397,102000,骨汤麻辣烫,"阜通西大街南侧望京SOHO东区内, 距离阜安西路和阜通西大街交叉口东南角100m"
79,700003399,111000,上海新拍档餐饮管理有限公司,"东五环北侧草场地内, 距离东五环和东五环交叉口西北角2800m"
80,700003440,139900,旺角打火机、烟斗、烟具店,"南湖北路南侧旺角购物广场北区内, 距离河荫西路和南湖北路交叉口南角250m"
81,700003575,141800,普兰德洗衣(望京店),"利泽西街北侧上京新航线内, 距离利泽西二路和利泽西街交叉口东北角250m"
82,700003684,102000,香河肉饼(阜安西路店),"阜安西路西侧望京内, 距离阜荣街和阜安西路交叉口西南角150m"
83,700003710,191200,昊天京华汽车技术服务有限公司,"容达路南侧朝来高科技产业园内, 距离来广营东路和容达路交叉口东南角150m"
84,700003715,132000,WALKERSHOP,"广顺北大街南侧凯德MALL·望京内, 距离湖光中街和广顺北大街交叉口南角350m"
85,700003739,121900,工业和信息化部电信研究院,"酒仙桥北路东侧北京798艺术区内, 距离未知路名和酒仙桥北路交叉口西北角450m"
86,700003766,111000,LNG和低温工程,"创达路西侧中国寰球工程公司内, 距离创达二路和创达路交叉口西南角50m以内"
87,700003800,801010,东湖湾东区-西门,"利泽西二路东侧东湖湾东区内, 距离利泽西街和利泽西二路交叉口东南角150m"
88,700003879,102000,小面爱上粉(来广营2店),"广顺北大街西侧望京内, 距离创达路和广顺北大街交叉口西角50m"
89,700003979,102000,香果苑(望京西园店),"广顺北大街东侧望京西园内, 距离广顺南大街和广顺北大街交叉口北角450m"
90,700004011,181300,YOYOGA瑜伽(望京合生麒麟社店),"望京街北侧望京内, 距离阜通西大街和望京街交叉口东角150m"
91,700004043,111000,久安顺达监控安装科技有限公司,"未知路名北侧方恒购物中心内, 距离未知路名和未知路名交叉口西南角200m"
92,700004057,801010,南湖中园224号楼-正门,"湖光中街北侧南湖中园小区内, 距离南湖南路和湖光中街交叉口西北角100m"
93,700004109,109900,果时汇体验店(望京SOHO店),"望京街北侧望京内, 距离阜通西大街和望京街交叉口东角150m"
94,700004133,801010,东南十七门,"未知路名北侧方恒购物中心内, 距离未知路名和未知路名交叉口西南角200m"
95,700004249,102000,晓蕊家凉皮,"未知路名东侧, 距离未知路名和未知路名交叉口东北角50m以内"
96,700004258,211500,北京望京设计师之家普通公寓,"未知路名南侧望京西区内, 距离阜通东大街和未知路名交叉口东南角50m"
97,700004294,111000,寰球工程,"创达路西侧中国寰球工程公司内, 距离创达二路和创达路交叉口西南角50m以内"
98,700004298,801010,首都师范大学分校区-南门,"来广营西路北侧, 距离来广营西路和来广营西路交叉口西角300m"
99,700004426,192100,北京雨田汽配,"未知路名东侧, 距离未知路名和未知路名交叉口北角200m"
100,700004465,271110,公共厕所,"京承高速东侧北小河公园北区内, 距离未知路名和京承高速交叉口东北角350m"
101,700004491,191100,是德科技大厦停车场,"利泽东二路东侧, 距离屏翠东路和利泽东二路交叉口西南角100m"
102,700004492,241500,乐朗乐读(望京校区),"容达路南侧朝来高科技产业园内, 距离来广营东路和容达路交叉口东南角150m"
103,700004517,142700,麦家房产,"来广营北路北侧, 距离广顺北大街和来广营北路交叉口南角1050m"
104,700004523,111000,沈阳农心食品有限公司,"广顺北大街东侧, 距离湖光中街和广顺北大街交叉口西南角150m"
105,700004555,191200,北京名车汇汽车销售有限公司,"来广营西路南侧望京金茂府北区内, 距离来广营西路和来广营西路交叉口东南角150m"
106,700004570,241500,北京当代芭蕾舞团艺术培训中心,"未知路名东侧, 距离来广营东路和未知路名交叉口西南角400m"
107,700004588,281010,望京西园一区社区(东区)103号楼,"宏泰西街北侧望京西园社区内, 距离阜安西路和宏泰西街交叉口西北角400m"
108,700004589,102000,郭小郭沾串串,"京密路东侧, 距离未知路名和京密路交叉口西南角800m"
109,700004610,241500,糖糖少儿美术工作室,"宏泰西街东侧, 距离未知路名和宏泰西街交叉口西角300m"
110,700004614,801010,北京市社区服务站望京西园社区服务站-正门,"宏泰西街北侧望京西园社区内, 距离阜安西路和宏泰西街交叉口西北角400m"
111,700004616,101500,管氏翅吧(望京店),"望花路东侧, 距离广顺南大街和望花路交叉口西南角50m以内"
112,700004638,111000,北京山河大业影视文化传播有限公司,"阜通东大街西侧望京SOHO北区内, 距离阜通西大街和阜通东大街交叉口西南角150m"
113,700004668,111000,同铭嘉德科技有限公司,"广顺北大街东侧, 距离河荫西路和广顺北大街交叉口南角250m"
114,700004705,102000,快餐盒饭(慢炖鹅方恒店),"未知路名北侧方恒购物中心内, 距离未知路名和未知路名交叉口西南角200m"
115,700004755,141700,lbaby国际尖端婴童摄影,"南湖北路南侧旺角购物广场北区内, 距离河荫西路和南湖北路交叉口南角250m"
116,700004781,121400,北京市社区服务站望京园社区服务站,"望京街南侧华鼎世家社区南区内, 距离阜通西大街和望京街交叉口南角50m"
117,700004798,131100,望京服务区-便利店,"北五环东侧, 距离未知路名和北五环交叉口西北角1200m"
118,700004832,133300,CHEERS齐饮进口葡萄酒(望京街店),"未知路名南侧望京国际商业中心内, 距离未知路名和未知路名交叉口南角50m"
119,700004868,281010,宝星·华庭2号楼,"阜安西路东侧望京街道内, 距离阜通西大街和阜安西路交叉口东北角150m"
120,700004953,169900,in party轰趴俱乐部,"北皋街南侧, 距离首都机场辅路和北皋街交叉口南角100m"
121,700004999,143413,J&S简尚美甲美睫(望京店),"广顺南大街北侧东亚望京中心内, 距离阜安西路和广顺南大街交叉口北角50m以内"
122,700005021,191100,花家地西里三区停车场,"南湖中园二条北侧花家地西里东区内, 距离南湖南路和南湖中园二条交叉口西角450m"
123,700005066,143499,健康俱乐部,"未知路名西侧国风北京南区内, 距离阜通东大街和未知路名交叉口东角350m"
124,700005128,109900,周小厨烧饼夹肉(望京店),"阜通西大街南侧望京SOHO东区内, 距离阜安西路和阜通西大街交叉口东南角100m"
125,700005207,139900,便民市场,"广顺南大街西侧望京商业区北区内, 距离广顺北大街和广顺南大街交叉口南角50m"
126,700005208,231700,北京艺门画廊,"东五环北侧草场地内, 距离东五环和东五环交叉口西北角2800m"
127,700005230,111000,北京指南针科技发展公司,"望京东路北侧锐创国际中心内, 距离溪阳东路和望京东路交叉口北角300m"
128,700005262,111000,瑞声科技,"未知路名东侧浦项中心内, 距离未知路名和未知路名交叉口北角300m"
129,700005327,102000,重庆熟食(东辛店店),"未知路名东侧, 距离未知路名和未知路名交叉口东北角50m以内"
130,700005423,143411,克丽缇娜(融科橄榄城店),"阜通东大街东侧望京新城南区内, 距离未知路名和阜通东大街交叉口东北角50m"
131,700005429,132000,裤子专卖,"南湖北路南侧旺角购物广场北区内, 距离河荫西路和南湖北路交叉口南角250m"
132,700005446,139900,采采西瓜(望京),"广顺北大街南侧望京南湖东园内, 距离宏泰西街和广顺北大街交叉口南角100m"
133,700005471,111000,GOOAGOO购阿购,"屏翠东路东侧, 距离屏翠西路和屏翠东路交叉口东角150m"
134,700005483,191100,中国数码港大厦-停车场博泰嘉华国际酒店西南,"未知路名西侧望京博泰嘉华商务区内, 距离屏翠东路和未知路名交叉口西南角100m"
135,700005486,191300,风帆蓄电池,"宏泰西街南侧望京新城北区内, 距离广顺北大街和宏泰西街交叉口东角350m"
136,700005506,281010,南湖中园(一区),"南湖北路西侧南湖中园内, 距离河荫西路和南湖北路交叉口西南角250m"
137,700005548,191300,伍展专业维修中心,"京密路东侧, 距离未知路名和京密路交叉口西南角900m"
138,700005587,801010,金茂府-南门,"来广营西路东侧, 距离来广营西路和来广营西路交叉口东南角50m以内"
139,700005589,143411,美甲美睫纹绣馆,"未知路名东侧, 距离来广营东路和未知路名交叉口南角500m"
140,700005688,141800,知足者,"阜通东大街东侧望京新城南区内, 距离未知路名和阜通东大街交叉口东北角50m"
141,700005712,288000,南湖西园123号楼,"望京西路东侧, 距离湖光北街和望京西路交叉口南角250m"
142,700005775,111000,北京特思迪设备制造有限公司,"北五环西侧中轻大厦南区内, 距离未知路名和北五环交叉口东南角900m"
143,700005818,281100,朝来高科技产业园13号楼,"容达路南侧朝来高科技产业园内, 距离来广营东路和容达路交叉口东南角150m"
144,700005842,142699,四通兄弟搬家公司,"南湖北路东侧南湖东园一区内, 距离河荫西路和南湖北路交叉口南角100m"
145,700005920,111000,北京魔格科技有限公司,"广顺南大街北侧望京宝能中心内, 距离广顺南大街和广顺南大街交叉口西北角300m"
146,700005928,281010,南湖中园106号,"南湖北路西侧南湖中园内, 距离河荫西路和南湖北路交叉口西南角250m"
147,700005952,111000,北京西肯餐饮有限公司,"利泽西街北侧望京商业中心内, 距离望京北路和利泽西街交叉口东角350m"
148,700006011,121600,望京西园三区社区(红十字分会),"宏泰西街南侧望京西园三区内, 距离阜安西路和宏泰西街交叉口西南角400m"
149,700006041,131300,海天通讯,"未知路名东侧, 距离来广营东路和未知路名交叉口南角750m"
150,700006064,261200,创达一路,"容创路北侧, 距离创达二路和容创路交叉口东角500m"
151,700006070,133200,民族电动车行,"未知路名东侧, 距离未知路名和未知路名交叉口北角200m"
152,700006079,111000,伍游(北京)科技有限公司,"阜通东大街西侧望京SOHO北区内, 距离阜通西大街和阜通东大街交叉口西南角150m"
153,700006083,111000,北京智美名腾国际教育科技有限公司,"宏泰西街东侧, 距离未知路名和宏泰西街交叉口西角300m"
154,700006088,131100,可喜家禾(利泽西园店),"望京北路东侧, 距离广顺北大街和望京北路交叉口西北角300m"
155,700006096,149900,情缘照相复印,"未知路名东侧, 距离未知路名和未知路名交叉口北角100m"
156,700006170,131200,周长青水站超市,"望花路西侧望花路西里社区周边内, 距离广顺南大街和望花路交叉口西南角150m"
157,700006214,102000,麻辣李状元(望京店),"广顺北大街东侧, 距离宏泰西街和广顺北大街交叉口北角150m"
158,700006463,102000,鲸一食堂外卖店,"未知路名南侧望京国际商业中心内, 距离未知路名和未知路名交叉口南角50m"
159,700006495,102000,真功夫(望京华堂店),"未知路名南侧望京国际商业中心内, 距离未知路名和未知路名交叉口南角50m"
160,700006553,143411,美Beauty小V脸童颜本家(望京店),"宏泰西街北侧望京西园社区内, 距离阜安西路和宏泰西街交叉口西北角400m"
161,700006597,102000,天府居老家锅贴(望京店),"阜安路西侧新荟城购物中心内, 距离宏泰东街和阜安路交叉口西南角250m"
162,700006625,211700,绿地中心11号公寓楼,"未知路名东侧绿地中心内, 距离未知路名和未知路名交叉口西南角350m"
163,700006633,281100,望京科技园A座,"屏翠东路东侧, 距离屏翠西路和屏翠东路交叉口东南角50m"
164,700006676,271214,环铁北桥,"东五环东侧, 距离东五环和东五环交叉口西北角1800m"
165,700006724,131200,莹莹生活超市,"未知路名东侧, 距离来广营东路和未知路名交叉口西南角700m"
166,700006773,251200,全景保险经纪(北京)有限责任公司,"宏泰西街北侧望京西园社区内, 距离阜安西路和宏泰西街交叉口西北角400m"
167,700006794,111000,天天百分百(北京)商贸有限公司,"利泽中一路西侧望京华彩商业中心内, 距离利泽中街和利泽中一路交叉口西北角250m"
168,700006801,101800,如意馄饨(望京商业中心店),"未知路名南侧望京国际商业中心内, 距离未知路名和未知路名交叉口南角50m"
169,700006816,102000,一伍一拾(望京店),"未知路名南侧望京国际商业中心内, 距离未知路名和未知路名交叉口南角50m"
170,700006824,102000,极速凡仔汉堡(望京店),"利泽西街北侧望京商业中心内, 距离望京北路和利泽西街交叉口东角350m"
171,700006828,271110,残障洗手间,"阜安路西侧新荟城购物中心内, 距离宏泰东街和阜安路交叉口西南角250m"
172,700006887,149900,居然社区(上京新航线店),"利泽西街北侧上京新航线内, 距离利泽西二路和利泽西街交叉口东北角250m"
173,700006894,169900,圣典成人钢琴俱乐部,"湖光中街东侧, 距离广顺北大街和湖光中街交叉口西角50m"
174,700006903,102000,风味饺子馆,"未知路名东侧, 距离来广营东路和未知路名交叉口南角800m"
175,700006963,139900,利华消防,"辛店路东侧, 距离辛店路和辛店路交叉口东南角50m"
176,700006971,191100,停车场,"阜通东大街东侧, 距离未知路名和阜通东大街交叉口西南角150m"
177,700006995,251000,中信银行(北京福码大厦支行),"广顺北大街南侧福码大厦北区内, 距离湖光中街和广顺北大街交叉口南角150m"
178,700006996,211600,北京x公寓式酒店,"阜通东大街西侧望京内, 距离阜荣街和阜通东大街交叉口西角50m以内"
179,700007063,142810,愉悦家(华彩店),"利泽中一路西侧望京华彩商业中心内, 距离利泽中街和利泽中一路交叉口西北角50m以内"
180,700007124,281010,望京西园二区206号楼,"未知路名西侧望京西园二区内, 距离利泽中二路和未知路名交叉口西南角150m"
181,700007127,131600,水果蔬菜超市,"未知路名西侧望京东园A组团内, 距离阜通东大街和未知路名交叉口东角150m"
182,700007188,131100,7-ELEVEn(南湖南路店),"南湖南路东侧, 距离南湖中园二条和南湖南路交叉口北角150m"
183,700007196,281010,都市心海岸雅园1号楼,"阜通西大街南侧都市心海岸雅园东区内, 距离花家地街和阜通西大街交叉口东北角150m"
184,700007200,102000,素雅清香·养生粗粮餐,"未知路名南侧望京国际商业中心内, 距离未知路名和未知路名交叉口南角50m"
185,700007244,281010,慧谷根园西区,"利泽中街西侧慧谷根园北区内, 距离广泽路和利泽中街交叉口东北角300m"
186,700007310,101600,呷哺呷哺(望京嘉茂),"广顺北大街南侧凯德MALL·望京内, 距离湖光中街和广顺北大街交叉口南角350m"
187,700007408,241500,悦途少儿美术,"广顺北大街东侧望京西园内, 距离广顺南大街和广顺北大街交叉口北角450m"
188,700007427,101600,京福华肥牛(望京东园店),"未知路名西侧望京东园西区内, 距离阜通东大街和未知路名交叉口东南角150m"
189,700007507,251000,招商银行(望京支行),"未知路名东侧, 距离望京西路和未知路名交叉口东南角400m"
190,700007606,288000,来广营西路7号院18号楼,"来广营北路北侧, 距离广顺北大街和来广营北路交叉口南角1050m"
191,700007640,132000,海澜之家(六佰本店),"利泽西街北侧望京明显苑内, 距离利泽西二路和利泽西街交叉口东北角300m"
192,700007670,111000,北京智酷计算机有限公司,"阜通西大街南侧望京SOHO东区内, 距离阜安西路和阜通西大街交叉口东南角100m"
193,700007694,801010,信达尔修理钣金喷漆-西门,"未知路名东侧, 距离京密路和未知路名交叉口西北角950m"
194,700007701,191100,望京华彩商业中心停车场,"望京北路东侧, 距离利泽中一路和望京北路交叉口西角100m"
195,700007713,801010,望京公园-西北二门,"未知路名南侧望京公园北区内, 距离未知路名和未知路名交叉口南角200m"
196,700007787,132300,宝宝米体验中心,"阜安路东侧, 距离宏泰东街和阜安路交叉口西南角350m"
197,700007794,251000,中国邮政储蓄银行(南湖东园营业所),"南湖北路东侧中福百货南湖北路北区内, 距离湖光中街和南湖北路交叉口北角350m"
198,700007848,251000,中国邮政储蓄银行,"广顺北大街东侧望京西园内, 距离广顺南大街和广顺北大街交叉口北角450m"
199,700007857,111000,苏州中明光电有限公司,"来广营西路东侧, 距离新北路和来广营西路交叉口东角550m"
200,700007871,149900,便利店图文快印,"宏泰西街南侧望京西园三区内, 距离阜安西路和宏泰西街交叉口西南角400m"
201,700007875,132000,chen服装店,"湖光中街南侧望京内, 距离广顺北大街和湖光中街交叉口西角250m"
202,700007884,211500,北京橘猫公寓,"广顺北大街东侧望京西园内, 距离广顺南大街和广顺北大街交叉口北角450m"
203,700007934,141212,dhl货运有限公司,"酒仙桥北路东侧, 距离未知路名和酒仙桥北路交叉口北角50m"
204,700007971,149900,佰力洁,"利泽西街南侧六佰本商业街南区内, 距离利泽西二路和利泽西街交叉口东角350m"
205,700008103,101099,蜀留香小龙虾海鲜美食,"望京街北侧望京内, 距离阜通西大街和望京街交叉口东角150m"
206,700008146,149900,万达信和保洁服务中心,"未知路名东侧, 距离京密路和未知路名交叉口西北角1200m"
207,700008175,132000,稻草人皮具(望京华彩中心店),"利泽中一路西侧望京华彩商业中心内, 距离利泽中街和利泽中一路交叉口西北角250m"
208,700008214,102000,山西刀削面(来广营店),"广顺北大街西侧望京内, 距离创达路和广顺北大街交叉口西角50m"
209,700008434,182900,海右舞蹈私教工作室,"望京街北侧望京内, 距离阜通西大街和望京街交叉口东角150m"
210,700008444,259900,中国平安保险(集团)股份有限公司(社区服务站),"宏泰西街北侧望京西园社区内, 距离阜安西路和宏泰西街交叉口西北角400m"
211,700008457,111000,嘉业装饰,"湖光中街北侧南湖中园小区内, 距离南湖南路和湖光中街交叉口西北角100m"
212,700008485,241500,北京聪明豆儿童教育科技有限公司,"南湖南路东侧, 距离未知路名和南湖南路交叉口南角100m"
213,700008528,143411,甲艺倾城,"南湖北路南侧旺角购物广场北区内, 距离河荫西路和南湖北路交叉口南角250m"
214,700008639,102000,金统永和豆浆,"未知路名东侧望京CBD北区内, 距离未知路名和未知路名交叉口北角200m"
215,700008683,801010,世安家园-西北门,"未知路名北侧, 距离未知路名和未知路名交叉口东北角100m"
216,700008701,109900,牛肉范儿(望京店),"未知路名南侧望京国际商业中心内, 距离未知路名和未知路名交叉口南角50m"
217,700008702,131300,依申特通讯(望京店),"利泽中一路西侧望京华彩商业中心内, 距离利泽中街和利泽中一路交叉口西北角250m"
218,700008771,801010,捞福-东北门,"阜通东大街西侧望京内, 距离阜荣街和阜通东大街交叉口西角50m以内"
219,700008820,101700,王老太麻辣小海鲜,"广顺南大街东侧, 距离广顺北大街和广顺南大街交叉口东南角150m"
220,700008822,132000,ZERO,"南湖北路南侧旺角购物广场北区内, 距离河荫西路和南湖北路交叉口南角250m"
221,700008836,131100,广场便利,"阜通西大街东侧, 距离广顺北大街和阜通西大街交叉口东北角50m"
222,700008837,241500,仁和会计教育(朝阳校区),"广顺北大街南侧福码大厦北区内, 距离湖光中街和广顺北大街交叉口南角150m"
223,700008853,181100,健身房游泳馆,"未知路名南侧方恒时代中心内, 距离阜通东大街和未知路名交叉口南角50m"
224,700008860,288000,北京松下电子部品有限公司7号楼,"屏翠东路东侧, 距离屏翠西路和屏翠东路交叉口东角250m"
225,700008900,131600,我家菜园,"未知路名南侧澳洲康都社区内, 距离未知路名和未知路名交叉口东南角150m"
226,700009009,201200,芸众中医,"望京北路北侧望京内, 距离利泽西街和望京北路交叉口东北角400m"
227,700009047,241300,松彩幼儿园,"酒仙桥北路东侧北京798艺术区内, 距离未知路名和酒仙桥北路交叉口西北角450m"
228,700009176,102800,DQ(阜安西路店),"望京街北侧望京内, 距离阜通西大街和望京街交叉口东角150m"
