Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,Address
166,500010229,2,7,"[(116.38588295190196, 39.85920567711568)]",,"南三环中路北侧, 距离未知路名和南三环中路交叉口西北角250m"
167,500010230,2,7,"[(116.38526888208952, 39.85919967498307)]",西罗园西区,"南三环中路北侧, 距离未知路名和南三环中路交叉口西北角300m"
168,500010231,2,7,"[(116.37995931598735, 39.858931850814116)]",马家堡西北区,"马家堡东路西侧, 距离马家堡路和马家堡东路交叉口南角550m"
169,500010232,2,7,"[(116.3799616271658, 39.85966699355867)]",马家堡南区,"马家堡东路西侧, 距离南三环中路和马家堡东路交叉口北角400m"
170,500010233,2,7,"[(116.37955012549834, 39.86001859286949)]",西罗园社区,"马家堡东路西侧, 距离马家堡路和马家堡东路交叉口南角400m"
171,500010234,2,7,"[(116.38008217906173, 39.860290995572484)]",洋桥北区,"马家堡东路西侧, 距离马家堡路和马家堡东路交叉口南角350m"
172,500010235,2,7,"[(116.37997383247011, 39.86058156783212)]",洋桥北区,"马家堡东路西侧, 距离马家堡路和马家堡东路交叉口南角350m"
173,500010236,2,7,"[(116.38164078428727, 39.859605824703486)]",西罗园东区,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口北角400m"
174,500010237,2,7,"[(116.38135143440175, 39.860787454553616)]",,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口北角550m"
175,500010238,2,7,"[(116.38137535000001, 39.86152690000001)]",,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口北角600m"
176,500010239,2,7,"[(116.38245038740689, 39.861274359026496)]",,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口北角600m"
177,500010240,2,7,"[(116.38344838702422, 39.861216603327165)]",,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口东北角600m"
178,500010241,2,7,"[(116.38128187287174, 39.859899706247866)]",,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口北角450m"
179,500010242,2,7,"[(116.38258352354002, 39.85967681214946)]",,"马家堡东路北侧, 距离南三环中路和马家堡东路交叉口北角400m"
180,500010243,2,7,"[(116.38327562506956, 39.85976606814874)]",,"马家堡东路南侧, 距离南三环中路和马家堡东路交叉口东北角450m"
181,500010244,2,7,"[(116.3833915108548, 39.860111413523185)]",西罗园东北区,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口东北角450m"
182,500010245,2,7,"[(116.38343478272026, 39.86046819682418)]",,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口东北角500m"
183,500010246,2,7,"[(116.38388789096354, 39.85974920517912)]",,"马家堡东路南侧, 距离南三环中路和马家堡东路交叉口东北角450m"
184,500010247,2,7,"[(116.38465814013108, 39.859906613561044)]",西罗园西南区,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口东北角450m"
185,500010248,2,7,"[(116.38449781414303, 39.86048450335712)]",西罗园,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口东北角500m"
186,500010249,2,7,"[(116.38421314229184, 39.86072681369004)]",,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口东北角550m"
187,500010250,2,7,"[(116.38403369178347, 39.861051373471405)]",,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口东北角550m"
188,500010251,2,7,"[(116.38492776037882, 39.86110976669057)]",,"革新南路南侧, 距离马家堡路和革新南路交叉口东南角300m"
189,500010252,2,7,"[(116.38591530996783, 39.86073820296095)]",西罗园,"革新南路南侧, 距离马家堡路和革新南路交叉口东南角400m"
190,500010253,2,7,"[(116.38531279890915, 39.86075309061807)]",,"革新南路东侧, 距离马家堡路和革新南路交叉口东南角300m"
191,500010254,2,7,"[(116.385526457157, 39.86041975165036)]",,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口东北角500m"
192,500010255,2,7,"[(116.3855666858484, 39.86110865025784)]",,"革新南路西侧, 距离马家堡路和革新南路交叉口东南角350m"
193,500010256,2,7,"[(116.38391007560925, 39.86327019875415)]",,"革新南路东侧, 距离马家堡路和革新南路交叉口东角150m"
194,500010257,2,7,"[(116.38472072707602, 39.86329943531576)]",,"革新南路东侧, 距离马家堡路和革新南路交叉口东角250m"
195,500010258,2,7,"[(116.3853843934333, 39.86314892566951)]",,"革新南路西侧, 距离马家堡路和革新南路交叉口东角350m"
