,road_id,road_name,road_level
212,200008588,永定门外大街,trunk
213,200008589,永定门外大街,trunk
214,200008590,永定门外大街,tertiary
215,200008591,永定门外大街,tertiary
216,200008592,永定门外大街,tertiary
217,200008593,永定门外大街,tertiary
218,200008595,永定门外大街,tertiary
219,200008596,永定门外大街,tertiary
220,200008597,海户屯路,tertiary
221,200008599,大红门路,tertiary
222,200008979,马家堡东路,secondary
223,200008980,马家堡东路,secondary
224,200009337,南三环西路,tertiary
225,200009338,南三环,trunk
226,200009625,宋庄路,tertiary
227,200009626,宋庄路,tertiary
228,200009627,石榴庄路,primary
229,200009628,石榴庄路,primary
230,200009629,石榴庄路,primary
231,200009630,顺八条,tertiary
232,200009631,顺八条,tertiary
233,200009639,横一条,tertiary
234,200009640,横一条,tertiary
235,200010524,,primary
236,200010525,,primary
237,200010549,,trunk_link
238,200010550,,trunk_link
239,200010711,方庄东路,secondary
240,200010712,方庄东路,secondary
241,200010713,方庄东路,secondary
242,200010714,,secondary
243,200010715,,secondary
244,200010717,,primary_link
245,200011018,南三环东路,tertiary
246,200011019,成寿寺路,primary
247,200011020,方庄南路,secondary
248,200011029,南三环东路,trunk
249,200011030,南三环东路,trunk
250,200011036,马家堡东路,secondary
251,200011076,南三环,trunk
252,200011077,南三环东路,tertiary
253,200011130,成寿寺路,primary
254,200011131,成寿寺路,primary
255,200011132,成寿寺路,primary
256,200011133,方庄南路,secondary
257,200011140,,tertiary
258,200011141,,tertiary
259,200011142,,tertiary
260,200011318,南三环东路,tertiary
261,200011319,南三环东路,tertiary
262,200011320,南三环东路,tertiary
263,200011333,,motorway_link
264,200011353,蒲黄榆路,primary
265,200011379,南三环东路,tertiary
266,200011380,南三环东路,tertiary
267,200011584,光彩路,secondary
268,200011585,光彩路,secondary
269,200011586,光彩路,secondary
270,200011587,光彩路,secondary
271,200011663,南三环,trunk
272,200011824,,primary_link
273,200011825,,primary_link
274,200011873,,trunk_link
275,200012111,,tertiary_link
276,200012112,,tertiary_link
277,200012113,,tertiary_link
278,200012359,角门南路,tertiary
279,200012390,,trunk_link
280,200012490,东铁营大街,primary
281,200012648,,trunk_link
282,200012764,,motorway_link
283,200012799,南顶路,secondary
284,200012800,南顶路,secondary
285,200012801,南顶路,secondary
286,200012803,,tertiary
287,200012804,,secondary_link
288,200012805,,tertiary
289,200012864,东铁营大街,primary
290,200012935,马家堡东路,secondary
291,200012936,马家堡东路,secondary
292,200012937,马家堡东路,secondary
293,200012968,榴乡路,tertiary
294,200013207,,tertiary_link
295,200013208,,tertiary_link
296,200013317,,tertiary
297,200013318,,tertiary
298,200013734,南顶路,tertiary
299,200013735,,tertiary
300,200013962,,tertiary
301,200013969,永定门外大街,tertiary
302,200013970,南三环中路,tertiary
303,200013971,南三环东路,tertiary
304,200013972,南三环东路,tertiary
305,200013973,南三环东路,tertiary
306,200013974,南三环东路,tertiary
307,200013975,,tertiary
308,200013976,,tertiary
309,200013978,南三环东路,tertiary
310,200013980,永定门外大街,trunk
311,200014056,丰海南街,tertiary
312,200014057,丰海南街,tertiary
313,200014058,丰海南街,tertiary
314,200014059,丰海南街,tertiary
315,200014127,,primary_link
316,200014155,南顶路,tertiary
317,200014156,南顶路,tertiary
318,200014283,沙子口路,tertiary
319,200014307,周家庄路,secondary
320,200014308,周家庄路,secondary
321,200014309,周家庄路,secondary
322,200014328,横一条,tertiary
323,200014506,角门路,primary
324,200014537,成仪路,tertiary
325,200014538,,primary
326,200014539,大红门路,tertiary
327,200014540,海户路,tertiary
328,200014541,沙子口路,tertiary
329,200015089,,tertiary
330,200015099,海户路,tertiary
331,200015610,东铁营大街,primary
332,200015696,马家堡路,tertiary
333,200015707,大红门路,tertiary
334,200015867,宋庄路,tertiary
335,200015868,宋庄路,tertiary
336,200015869,石榴庄路,primary
337,200015870,石榴庄路,primary
338,200015871,石榴庄路,primary
339,200015872,顺八条,tertiary
340,200015873,顺八条,tertiary
341,200015874,横一条,tertiary
342,200015875,横一条,tertiary
343,200015905,小红门路,tertiary
344,200016090,,primary
345,200016091,,primary
346,200016484,,tertiary
347,200016503,,tertiary_link
348,200016651,东铁营大街,primary
349,200016716,,trunk_link
350,200016755,南顶路,secondary
351,200016756,南顶路,secondary
352,200016757,南顶路,secondary
353,200016759,,tertiary
354,200016773,东铁营大街,primary
355,200016967,南顶路,tertiary
356,200016968,,tertiary
357,200017010,,tertiary
