Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,Address
14,500001223,2,7,"[(116.46148673128064, 39.987277657088235)]",都市心海岸雅园南区,"阜通西大街东侧, 距离花家地街和阜通西大街交叉口东角50m"
15,500001224,2,7,"[(116.46219533113862, 39.98742666774772)]",都市心海岸雅园西区,"阜通西大街南侧, 距离花家地街和阜通西大街交叉口东角150m"
16,500001241,2,8,"[(116.46312541527215, 39.98769413222326)]",望花路西里社区周边,"望花路北侧, 距离广顺南大街和望花路交叉口西角350m"
17,500001242,2,8,"[(116.46319388874404, 39.9868645247126)]",,"望花路西侧, 距离广顺南大街和望花路交叉口西南角400m"
18,500001243,2,8,"[(116.46388330000002, 39.9873968)]",,"望花路西侧, 距离广顺南大街和望花路交叉口西南角350m"
19,500001244,2,8,"[(116.46380528059468, 39.98779757529667)]",望花西里社区,"望花路西侧, 距离广顺南大街和望花路交叉口西南角300m"
20,500001245,2,7,"[(116.46489040681112, 39.98950003377531)]",望花路西里社区周边,"广顺南大街西侧, 距离广顺北大街和广顺南大街交叉口南角200m"
21,500001588,2,8,"[(116.44841878286607, 40.005071512648875)]",望京阳光高尔夫俱乐部,"未知路名南侧, 距离京承高速和未知路名交叉口东南角50m"
22,500001589,2,8,"[(116.45154022546961, 40.01064387780338)]",望湖公园,"未知路名东侧, 距离未知路名和未知路名交叉口东角50m"
23,500001591,2,8,"[(116.49188724851345, 39.993216181880285)]",望京公园北区,"未知路名南侧, 距离未知路名和未知路名交叉口南角200m"
24,500001783,2,7,"[(116.4582553960096, 40.005542500415636)]",东湖湾东区,"利泽西二路东侧, 距离利泽西街和利泽西二路交叉口东南角150m"
25,500001784,2,7,"[(116.45413614374716, 40.005467900332825)]",东湖湾,"利泽西街南侧, 距离望京北路和利泽西街交叉口东南角100m"
26,500001952,2,8,"[(116.48840944173456, 39.98870897826262)]",北京798艺术区,"酒仙桥北路东侧, 距离未知路名和酒仙桥北路交叉口西北角450m"
27,500002272,2,7,"[(116.46954724810095, 39.99874265650709)]",望京西园三区,"宏泰西街南侧, 距离阜安西路和宏泰西街交叉口西南角400m"
28,500002292,2,8,"[(116.49130381613357, 39.99604069657138)]",,"未知路名西侧, 距离未知路名和未知路名交叉口南角150m"
29,500002293,2,7,"[(116.46265642619235, 39.98882495994239)]",望京华联,"阜通西大街东侧, 距离广顺北大街和阜通西大街交叉口西南角350m"
30,500003823,2,7,"[(116.46711932786319, 39.99193006653335)]",望京首开广场北区,"阜安西路西侧, 距离阜荣街和阜安西路交叉口西角50m以内"
31,500003824,2,7,"[(116.4662246, 39.99060449999999)]",东亚望京中心,"广顺南大街北侧, 距离阜安西路和广顺南大街交叉口北角50m以内"
32,500003825,2,7,"[(116.46652876164325, 39.990921314192)]",望京,"阜安西路西侧, 距离阜荣街和阜安西路交叉口西南角150m"
33,500003865,2,8,"[(116.45102441087353, 40.000277037926466)]",望京南湖西园西区,"望京西路西侧, 距离河荫西路和望京西路交叉口南角150m"
34,500003866,2,8,"[(116.4510503798011, 40.00098731865325)]",,"望京西路西侧, 距离河荫西路和望京西路交叉口西南角100m"
35,500003867,2,8,"[(116.45093589667019, 39.99951006311225)]",,"南湖北路西侧, 距离湖光北街和南湖北路交叉口西角50m以内"
36,500003868,2,8,"[(116.45098071470152, 39.99984888302703)]",,"望京西路西侧, 距离河荫西路和望京西路交叉口南角200m"
37,500003869,2,8,"[(116.45104899143278, 40.00064242902442)]",望京南湖西园西北区,"望京西路西侧, 距离河荫西路和望京西路交叉口西南角100m"
38,500003870,2,7,"[(116.44988447418268, 39.99862141825723)]",银领国际停车场,"望京西路西侧, 距离湖光北街和望京西路交叉口西南角100m"
39,500004357,2,5,"[(116.47574674073263, 39.99290091720907)]",利星行广场,"未知路名南侧, 距离望京街和未知路名交叉口东角100m"
40,500004358,2,5,"[(116.47693163064618, 39.9931087637427)]",望京利星行广场,"阜通东大街南侧, 距离未知路名和阜通东大街交叉口西南角50m"
41,500004359,2,5,"[(116.4764821804423, 39.99237201386658)]",利星行广场,"未知路名北侧, 距离未知路名和未知路名交叉口东角150m"
42,500004360,2,7,"[(116.47916932851932, 39.990374448460244)]",望京东园,"未知路名东侧, 距离未知路名和未知路名交叉口西北角200m"
43,500004361,2,7,"[(116.47991038497992, 39.98995577843955)]",望京东园北区,"未知路名东侧, 距离未知路名和未知路名交叉口北角100m"
44,500004362,2,7,"[(116.48048490000002, 39.98958635)]",,"未知路名西侧, 距离未知路名和未知路名交叉口北角50m"
45,500004363,2,7,"[(116.48091053159025, 39.989957323552254)]",,"未知路名西侧, 距离未知路名和未知路名交叉口北角100m"
46,500004364,2,7,"[(116.4813534232189, 39.990298603252405)]",望京东园南区,"未知路名西侧, 距离未知路名和未知路名交叉口东北角150m"
47,500004365,2,7,"[(116.48177052326155, 39.99067780337551)]",,"未知路名西侧, 距离未知路名和未知路名交叉口东北角200m"
48,500004366,2,7,"[(116.4821465, 39.991028699999994)]",,"未知路名西侧, 距离未知路名和未知路名交叉口东北角300m"
49,500004367,2,7,"[(116.48238245675842, 39.99167284323144)]",,"未知路名西侧, 距离未知路名和未知路名交叉口南角600m"
50,500004368,2,7,"[(116.48203683753374, 39.99195299982744)]",望京东园东区,"未知路名西侧, 距离未知路名和未知路名交叉口南角600m"
51,500004369,2,7,"[(116.47994375, 39.991239349999994)]",望京国风,"未知路名东侧, 距离未知路名和未知路名交叉口北角200m"
52,500004370,2,7,"[(116.48067321242462, 39.99102202158017)]",望京国风上观,"未知路名西侧, 距离未知路名和未知路名交叉口西角100m"
53,500004371,2,7,"[(116.4813214, 39.99134985)]",,"未知路名西侧, 距离未知路名和未知路名交叉口西角50m"
54,500004387,2,7,"[(116.4702825, 39.98669829999999)]",,"广顺南大街西侧, 距离望花路和广顺南大街交叉口东南角350m"
55,500004388,2,7,"[(116.46990576443787, 39.98704745390117)]",望京路4号院北区,"广顺南大街西侧, 距离望花路和广顺南大街交叉口东南角300m"
56,500004389,2,7,"[(116.46488880000001, 39.989146149999996)]",,"广顺南大街西侧, 距离广顺北大街和广顺南大街交叉口南角200m"
57,500004390,2,8,"[(116.46488211242209, 39.98880087623354)]",望花路西里社区周边,"望花路西侧, 距离广顺南大街和望花路交叉口西角150m"
58,500004391,2,8,"[(116.46489275, 39.988454149999995)]",望花路西里周边,"望花路西侧, 距离广顺南大街和望花路交叉口西角150m"
59,500004392,2,-1,"[(116.46489059999999, 39.98810134999999)]",望花西里商圈,"望花路西侧, 距离广顺南大街和望花路交叉口西南角200m"
60,500004393,2,8,"[(116.4656962, 39.98914935)]",,"广顺南大街西侧, 距离广顺北大街和广顺南大街交叉口东南角250m"
61,500004394,2,8,"[(116.46579988855488, 39.98879892619812)]",,"望花路西侧, 距离广顺南大街和望花路交叉口西角100m"
62,500004395,2,8,"[(116.46580230000001, 39.988449599999996)]",望花路西里社区周边,"望花路西侧, 距离广顺南大街和望花路交叉口西南角100m"
63,500004396,2,8,"[(116.46580796272738, 39.9881039743903)]",望花路西里社区周边,"望花路西侧, 距离广顺南大街和望花路交叉口西南角150m"
64,500004397,2,8,"[(116.4652238, 39.9875844)]",望花路周边,"望花路西侧, 距离广顺南大街和望花路交叉口西南角200m"
65,500004401,2,7,"[(116.46521574999998, 39.98657660000001)]",望花路周边,"望花路南侧, 距离广顺南大街和望花路交叉口西南角300m"
66,500004403,2,7,"[(116.4671728943715, 39.9884079666489)]",望花路社区周边,"望花路南侧, 距离广顺南大街和望花路交叉口西南角50m"
67,500004404,2,7,"[(116.46655025000001, 39.98789805)]",望花路周边,"望花路东侧, 距离广顺南大街和望花路交叉口西南角150m"
68,500004405,2,7,"[(116.4668776754542, 39.98768724980346)]",望花路周边,"望花路南侧, 距离花家地街和望花路交叉口东北角450m"
69,500004406,2,7,"[(116.46720025, 39.98747424999999)]",望京南,"望花路东侧, 距离花家地街和望花路交叉口东北角450m"
70,500004407,2,7,"[(116.46751453164052, 39.987224503484896)]",望京南区,"广顺南大街南侧, 距离望花路和广顺南大街交叉口南角100m"
71,500004420,2,8,"[(116.47864100728495, 39.993109780380614)]",望京西,"阜通东大街东侧, 距离未知路名和阜通东大街交叉口东北角50m"
72,500004421,2,8,"[(116.47953555, 39.9931833)]",望京东园西区,"未知路名西侧, 距离阜通东大街和未知路名交叉口东南角150m"
73,500004422,2,7,"[(116.47885328630048, 39.991409418856755)]",首开国风-北京北区,"未知路名东侧, 距离阜通东大街和未知路名交叉口东南角150m"
74,500004423,2,7,"[(116.4786781314862, 39.991907914176124)]",望京西区,"未知路名南侧, 距离阜通东大街和未知路名交叉口东南角50m"
75,500004424,2,8,"[(116.47889552476204, 39.99243589523598)]",国风北京612号楼北区,"未知路名东侧, 距离阜通东大街和未知路名交叉口东角50m以内"
76,500004425,2,8,"[(116.47969677207854, 39.99233755039614)]",国风北京望京东园,"未知路名东侧, 距离阜通东大街和未知路名交叉口东角50m以内"
77,500004426,2,7,"[(116.4805125490546, 39.99618117558611)]",融科橄榄城二期,"未知路名西侧, 距离未知路名和未知路名交叉口西南角50m"
78,500004427,2,7,"[(116.4813362748433, 39.99627740193952)]",,"未知路名西侧, 距离未知路名和未知路名交叉口南角100m"
79,500004428,2,8,"[(116.48012439230727, 39.99270504283551)]",望京东园614号楼,"未知路名南侧, 距离阜通东大街和未知路名交叉口东南角200m"
80,500004429,2,8,"[(116.48078842854957, 39.992778152167645)]",望京东园中心区,"未知路名东侧, 距离阜通东大街和未知路名交叉口东南角200m"
81,500004430,2,8,"[(116.48121895648887, 39.9924569398409)]",国风北京西区,"未知路名南侧, 距离未知路名和未知路名交叉口南角500m"
82,500004431,2,8,"[(116.48234545762605, 39.99277812905269)]",望京国风商务区北区,"未知路名南侧, 距离未知路名和未知路名交叉口北角200m"
83,500004432,2,8,"[(116.48216554207042, 39.993425853601785)]",,"未知路名西侧, 距离未知路名和未知路名交叉口南角450m"
84,500004433,2,8,"[(116.48117845, 39.993275149999995)]",国风北京东区,"未知路名西侧, 距离未知路名和未知路名交叉口南角450m"
85,500004434,2,8,"[(116.48135189747754, 39.993969219306955)]",国风北京南区,"未知路名西侧, 距离阜通东大街和未知路名交叉口东角350m"
86,500004435,2,7,"[(116.47606972828437, 39.99750695674728)]",新荟城购物中心,"阜安路西侧, 距离宏泰东街和阜安路交叉口西南角250m"
87,500004436,2,7,"[(116.47614685, 39.99978949999999)]",宝星国际社区南区,"宏泰西街西侧, 距离未知路名和宏泰西街交叉口东角800m"
88,500004437,2,7,"[(116.4773136, 39.999359850000005)]",望京北,"宏泰西街西侧, 距离未知路名和宏泰西街交叉口东角950m"
89,500004438,2,7,"[(116.47784157107915, 39.99873608540936)]",宝星园北区,"阜安路北侧, 距离宏泰东街和阜安路交叉口西角100m"
90,500004439,2,7,"[(116.47715558079436, 39.998269489377236)]",宝星园南区,"阜安路西侧, 距离宏泰东街和阜安路交叉口西南角150m"
91,500004440,2,6,"[(116.47079740000001, 40.011307)]",中关村科技园区北区,"广泽路西侧, 距离容达路和广泽路交叉口西南角200m"
92,500004441,2,8,"[(116.46872704692358, 40.019398745097305)]",望京北区,"容达路北侧, 距离望京北路和容达路交叉口北角1050m"
93,500004442,2,6,"[(116.4769192, 40.0110187)]",,"利泽东二路北侧, 距离屏翠东路和利泽东二路交叉口西南角100m"
94,500004443,2,6,"[(116.47597530948828, 40.01049777208459)]",,"利泽东二路北侧, 距离屏翠东路和利泽东二路交叉口西南角200m"
95,500004444,2,7,"[(116.47727399101805, 40.009581325306115)]",安捷伦科技大厦,"利泽东二路南侧, 距离屏翠东路和利泽东二路交叉口南角150m"
96,500004445,2,7,"[(116.47819009309808, 40.01082679465503)]",望京东,"利泽东二路东侧, 距离屏翠东路和利泽东二路交叉口东南角50m"
97,500004446,2,7,"[(116.4786224717836, 40.00863814519842)]",爱立信大厦北区,"利泽东街北侧, 距离屏翠东路和利泽东街交叉口西角250m"
98,500004447,2,7,"[(116.47897664196556, 40.01030746294482)]",望京,"屏翠东路南侧, 距离利泽东二路和屏翠东路交叉口东南角150m"
99,500004939,2,5,"[(116.47143282197074, 39.98834550036199)]",望京,"阜通东大街西侧, 距离阜荣街和阜通东大街交叉口西角50m以内"
100,500005098,2,7,"[(116.494724687955, 40.019812407463085)]",望京,"来广营东路南侧, 距离未知路名和来广营东路交叉口东角1000m"
101,500005219,2,7,"[(116.47355528814508, 40.01162256754346)]",望京博泰嘉华商务区,"未知路名西侧, 距离屏翠东路和未知路名交叉口西南角100m"
102,500005332,2,5,"[(116.47546144609717, 39.995173405151554)]",望京SOHO北区,"阜通东大街西侧, 距离阜通西大街和阜通东大街交叉口西南角150m"
103,500005333,2,5,"[(116.4739460924883, 39.996012470107964)]",望京SOHO东区,"阜通西大街南侧, 距离阜安西路和阜通西大街交叉口东南角100m"
104,500005334,2,5,"[(116.47466499315661, 39.99484737779813)]",望京SOHO南区,"未知路名北侧, 距离阜通东大街和未知路名交叉口西角150m"
105,500005335,2,8,"[(116.47143605069013, 39.99226664345844)]",望京公园南区,"未知路名西侧, 距离阜荣街和未知路名交叉口北角250m"
106,500005441,2,7,"[(116.45946585671548, 40.015514392652264)]",来广营商圈,"广顺北大街西侧, 距离创达路和广顺北大街交叉口西南角100m"
107,500005442,2,7,"[(116.45761745622771, 40.015466675631735)]",上品来广营店,"未知路名西侧, 距离北五环和未知路名交叉口东北角150m"
108,500005443,2,7,"[(116.45850050993927, 40.01505928454344)]",来广营商城区,"广顺北大街西侧, 距离创达路和广顺北大街交叉口西南角50m"
109,500005446,2,5,"[(116.46251724532459, 40.01107248619294)]",叶青大厦北区,"利泽中一路西侧, 距离望京北路和利泽中一路交叉口西北角150m"
110,500005457,2,8,"[(116.44840284114103, 40.00341547017655)]",北小河公园北区,"京承高速东侧, 距离未知路名和京承高速交叉口东北角350m"
111,500005480,2,7,"[(116.47339374748272, 40.011007447642214)]",中国数码港大厦北区,"未知路名西侧, 距离屏翠东路和未知路名交叉口西南角150m"
112,500005484,2,7,"[(116.50087228649444, 40.01982439171287)]",,"未知路名东侧, 距离京密路和未知路名交叉口西北角1200m"
113,500006006,2,7,"[(116.47718740147175, 39.99659050807723)]",融科望京中心,"阜安路东侧, 距离阜通西大街和阜安路交叉口东角50m以内"
114,500006526,2,7,"[(116.47345380000003, 40.01224825)]",北京胜鸿都汽车销售服务有限公司,"屏翠东路南侧, 距离容达路和屏翠东路交叉口东南角100m"
115,500006527,2,7,"[(116.47414709999998, 40.0121433)]",望京新兴产业园北区,"屏翠东路西侧, 距离容达路和屏翠东路交叉口东南角200m"
116,500006528,2,7,"[(116.47258991040069, 40.01255075685168)]",广泽桥南区,"屏翠东路西侧, 距离容达路和屏翠东路交叉口东南角50m"
117,500006529,2,8,"[(116.4850364873625, 40.005268449014466)]",昆泰酒店,"屏翠东路南侧, 距离望京东路和屏翠东路交叉口东北角350m"
118,500006530,2,8,"[(116.47843268302512, 40.00545820726646)]",摩托罗拉大厦周边,"利泽东街南侧, 距离利泽中街和利泽东街交叉口东南角50m以内"
119,500006531,2,8,"[(116.47705846789667, 40.00802988617199)]",,"利泽东街西侧, 距离利泽中街和利泽东街交叉口东北角100m"
120,500006532,2,7,"[(116.47944284690863, 40.00907009615572)]",利泽东街,"利泽东街西侧, 距离屏翠东路和利泽东街交叉口西角100m"
121,500006533,2,7,"[(116.48050757900296, 40.007607702774166)]",锐创国际中心,"望京东路北侧, 距离溪阳东路和望京东路交叉口北角300m"
122,500006535,2,7,"[(116.46280108670653, 40.00818207442061)]",望京华彩商业中心,"利泽中一路西侧, 距离利泽中街和利泽中一路交叉口西北角50m以内"
123,500006536,2,7,"[(116.46878187520697, 40.009523697237796)]",中国中材,"望京北路东侧, 距离利泽中二路和望京北路交叉口东南角100m"
124,500006732,2,8,"[(116.4527912371109, 39.99394390320776)]",首开知语城,"望京西路东侧, 距离未知路名和望京西路交叉口东北角200m"
125,500006783,2,8,"[(116.48492081267574, 40.00413273405429)]",中轻大厦北区,"屏翠东路东侧, 距离望京东路和屏翠东路交叉口东北角150m"
126,500007082,2,7,"[(116.4773298878595, 39.98976295966931)]",望京,"未知路名北侧, 距离未知路名和未知路名交叉口西南角100m"
127,500007456,2,7,"[(116.4813713431518, 39.99511942340685)]",,"未知路名西侧, 距离未知路名和未知路名交叉口南角200m"
128,500007465,2,8,"[(116.46503229731341, 39.992705225253886)]",望京,"阜通西大街北侧, 距离望京街和阜通西大街交叉口西南角500m"
129,500007549,2,8,"[(116.45557270234146, 39.997649291289434)]",望京,"南湖北路西侧, 距离湖光北街和南湖北路交叉口西南角200m"
130,500007550,2,8,"[(116.45617252038295, 39.99763128525067)]",望京南湖社区,"南湖北路西侧, 距离湖光北街和南湖北路交叉口南角200m"
131,500007551,2,7,"[(116.4573382139584, 39.99697164814771)]",北京望京南湖东园,"湖光中街北侧, 距离广顺北大街和湖光中街交叉口西角350m"
132,500007552,2,7,"[(116.45733232114446, 40.0004411073464)]",旺角购物广场北区,"南湖北路南侧, 距离河荫西路和南湖北路交叉口南角250m"
133,500007560,2,7,"[(116.46763466536169, 40.009638275145456)]",北京惠兰医院,"望京北路西侧, 距离利泽中二路和望京北路交叉口东南角100m"
134,500007561,2,6,"[(116.46871164999999, 40.0109181)]",启明国际大厦南区,"望京北路西侧, 距离广泽路和望京北路交叉口西角200m"
135,500007562,2,6,"[(116.4675852259305, 40.01132017503845)]",望京科技园北区,"利泽中二路东侧, 距离望京北路和利泽中二路交叉口东北角100m"
136,500007563,2,6,"[(116.46761736780836, 40.01078091661025)]",望京科技园中区,"望京北路东侧, 距离广泽路和望京北路交叉口西角400m"
137,500007564,2,7,"[(116.47445551066855, 40.005917027284504)]",果岭里社区北区,"溪阳东路北侧, 距离未知路名和溪阳东路交叉口西北角50m以内"
138,500007565,2,8,"[(116.46604686783769, 40.005679824816)]",望京南湖校区,"溪阳中路北侧, 距离溪阳东路和溪阳中路交叉口西北角50m以内"
139,500007566,2,7,"[(116.46384351703708, 40.006134673807296)]",望京花园社区北区,"利泽中街西侧, 距离利泽中一路和利泽中街交叉口南角200m"
140,500007567,2,7,"[(116.46968380122388, 40.00611630794772)]",望京花园,"广泽路西侧, 距离利泽中街和广泽路交叉口西南角250m"
141,500007568,2,8,"[(116.4741629748708, 40.00862643505062)]",慧谷根园北区,"利泽中街西侧, 距离广泽路和利泽中街交叉口东北角300m"
142,500007569,2,7,"[(116.4696907683696, 40.008637175246605)]",北京市第八十中学望京校区北区,"广泽路西侧, 距离望京北路和广泽路交叉口西南角100m"
143,500007613,2,7,"[(116.48253074230637, 40.005796548126874)]",望京国际研发园北区,"屏翠东路西侧, 距离利泽东街和屏翠东路交叉口南角500m"
144,500007614,2,7,"[(116.48173000495954, 40.00833301482608)]",望京东路8号院南区,"屏翠东路西侧, 距离利泽东街和屏翠东路交叉口南角100m"
145,500007660,2,8,"[(116.44929560762252, 40.00610023450573)]",朝阳区,"辛店路南侧, 距离未知路名和辛店路交叉口东南角50m以内"
146,500007699,2,7,"[(116.45843384895788, 40.0086676990871)]",上京新航线,"利泽西街北侧, 距离利泽西二路和利泽西街交叉口东北角250m"
147,500007728,2,8,"[(116.45110937579813, 40.00780287114462)]",,"望京北路西侧, 距离利泽西二路和望京北路交叉口西南角550m"
148,500007802,2,7,"[(116.47789629473819, 39.98865425115052)]",望京国际商业中心,"未知路名南侧, 距离未知路名和未知路名交叉口南角50m"
149,500007803,2,5,"[(116.47490353336518, 39.98833520211092)]",望京国际商务区北区,"阜荣街北侧, 距离未知路名和阜荣街交叉口北角50m"
150,500007804,2,7,"[(116.47502508138257, 39.98907587028911)]",望京国际商务区南区,"阜通东大街南侧, 距离阜荣街和阜通东大街交叉口东北角150m"
151,500007805,2,7,"[(116.47649725220589, 39.98972406174174)]",望京,"未知路名北侧, 距离未知路名和未知路名交叉口西角100m"
152,500007806,2,7,"[(116.47613502834984, 39.988776808159606)]",方恒购物中心,"未知路名北侧, 距离未知路名和未知路名交叉口西南角200m"
153,500007807,2,7,"[(116.46678963108882, 39.98897169783123)]",望花路西里社区周边,"望花路北侧, 距离广顺南大街和望花路交叉口西角50m"
154,500007808,2,5,"[(116.46238119911365, 39.99162900796126)]",凯德MALL·望京,"广顺北大街南侧, 距离湖光中街和广顺北大街交叉口南角350m"
155,500007817,2,5,"[(116.46842954881964, 39.990581083374195)]",利星行中心北区,"阜安西路东侧, 距离广顺南大街和阜安西路交叉口东角50m以内"
156,500007829,2,8,"[(116.45574149992196, 39.99672709174388)]",南湖中园,"湖光中街北侧, 距离南湖南路和湖光中街交叉口西北角100m"
157,500007830,2,8,"[(116.45376631233754, 39.99235237462986)]",知语城,"未知路名北侧, 距离南湖南路和未知路名交叉口西角200m"
158,500007850,2,8,"[(116.45717389053976, 40.01090957492901)]",朝师附小望京分校,"望京北路北侧, 距离广顺北大街和望京北路交叉口西角300m"
159,500007851,2,7,"[(116.45530579776809, 40.01081124265207)]",北京韩国国际学校南区,"望京北路东侧, 距离利泽西二路和望京北路交叉口西北角150m"
160,500007852,2,7,"[(116.45415965934535, 40.01066022414054)]",望京,"望京北路北侧, 距离利泽西街和望京北路交叉口东北角400m"
161,500007853,2,7,"[(116.45359375295568, 40.010935862295725)]",望京SOHO西区,"望京北路北侧, 距离利泽西二路和望京北路交叉口西角200m"
162,500007854,2,7,"[(116.45496336086612, 40.00764937511107)]",利泽西园北区,"利泽西街西侧, 距离望京北路和利泽西街交叉口东角300m"
163,500007855,2,7,"[(116.45592978260527, 40.00772249745564)]",望京商业中心,"利泽西街北侧, 距离望京北路和利泽西街交叉口东角350m"
164,500007869,2,7,"[(116.47563713449432, 39.989626904730436)]",望京商务区,"阜通东大街东侧, 距离阜荣街和阜通东大街交叉口东北角150m"
165,500007873,2,5,"[(116.47457428323847, 39.99642095804165)]",望京SOHO中区,"阜通西大街南侧, 距离阜安西路和阜通西大街交叉口东南角150m"
166,500007874,2,7,"[(116.45443878294931, 40.008681243221915)]",望馨花园,"利泽西街北侧, 距离望京北路和利泽西街交叉口东北角200m"
167,500008559,2,8,"[(116.46490152553459, 39.99884483901242)]",望京,"宏昌路北侧, 距离望京街和宏昌路交叉口西北角50m"
168,500008561,2,8,"[(116.46614251228323, 40.00000985615693)]",望京新城北区,"宏泰西街南侧, 距离广顺北大街和宏泰西街交叉口东角350m"
169,500008562,2,8,"[(116.48597980803095, 40.004134485274044)]",中轻大厦南区,"北五环西侧, 距离未知路名和北五环交叉口东南角900m"
170,500008563,2,8,"[(116.48318905891823, 40.00406733712519)]",北京电子城慧谷园林绿化公司,"阜安路西侧, 距离溪阳东路和阜安路交叉口西南角100m"
171,500008564,2,8,"[(116.48153660539653, 40.00372336967268)]",,"溪阳东路东侧, 距离望京东路和溪阳东路交叉口西南角50m"
172,500010954,2,5,"[(116.47431190504878, 39.98852041642297)]",,"阜通东大街东侧, 距离阜荣街和阜通东大街交叉口东角50m以内"
173,500012295,2,7,"[(116.47853510286323, 39.98801861305813)]",朝庭公寓北区,"花家地东路西侧, 距离望京街和花家地东路交叉口西南角100m"
174,500012296,2,7,"[(116.4760528462378, 39.987594387431976)]",望京商业街,"未知路名东侧, 距离未知路名和未知路名交叉口西南角350m"
175,500012297,2,7,"[(116.47717941748367, 39.98700232440637)]",朝庭公寓南区,"阜荣街东侧, 距离花家地东路和阜荣街交叉口北角100m"
176,500012298,2,8,"[(116.47479508825245, 39.98651392952003)]",望京,"阜荣街西侧, 距离未知路名和阜荣街交叉口南角50m"
177,500012299,2,8,"[(116.4759707, 39.98628794999999)]",望京,"阜荣街西侧, 距离未知路名和阜荣街交叉口东南角150m"
178,500012301,2,5,"[(116.47293403675918, 39.98716125871314)]",宝能中心,"阜通东大街南侧, 距离广顺南大街和阜通东大街交叉口东北角150m"
179,500012351,2,8,"[(116.49381991103152, 39.990231588631175)]",电通创意广场北区,"未知路名东侧, 距离酒仙桥北路和未知路名交叉口东北角300m"
180,500012528,2,8,"[(116.45731581458176, 39.99797353502841)]",南湖东园社区,"南湖北路东侧, 距离湖光中街和南湖北路交叉口北角250m"
181,500012673,2,5,"[(116.48029381848941, 39.99922253528124)]",绿地中心,"阜安路南侧, 距离宏泰东街和阜安路交叉口东角50m"
182,500012674,2,7,"[(116.4695954136603, 40.002317069547736)]",望京西园社区,"宏泰西街北侧, 距离阜安西路和宏泰西街交叉口西北角400m"
183,500012675,2,8,"[(116.4538402532089, 39.997796800641616)]",南湖中园小区,"湖光中街北侧, 距离南湖南路和湖光中街交叉口西北角100m"
184,500012676,2,8,"[(116.45754933475708, 39.99916334714537)]",中福百货南湖北路北区,"南湖北路东侧, 距离湖光中街和南湖北路交叉口北角350m"
185,500012677,2,8,"[(116.45952845756503, 40.00616926976718)]",北京望京地区,"利泽西街东侧, 距离利泽西二路和利泽西街交叉口东南角100m"
186,500012678,2,7,"[(116.45718416969024, 39.99473720117228)]",望京,"南湖南路北侧, 距离未知路名和南湖南路交叉口北角250m"
187,500012965,2,8,"[(116.49560525988143, 39.99036584007432)]",,"东五环西侧, 距离未知路名和东五环交叉口南角300m"
188,500013319,2,8,"[(116.47145690254607, 39.99599114571929)]",望京,"望京街北侧, 距离阜通西大街和望京街交叉口东角150m"
189,500013321,2,7,"[(116.46505544481342, 39.99533343507796)]",望京西园,"广顺北大街东侧, 距离广顺南大街和广顺北大街交叉口北角450m"
190,500014531,2,7,"[(116.46456263830532, 40.00114602318098)]",慧谷时空,"宏泰西街西侧, 距离广顺北大街和宏泰西街交叉口东角350m"
191,500014532,2,7,"[(116.46421625803049, 40.002194091475374)]",望京西园,"河荫中路东侧, 距离河荫西路和河荫中路交叉口东南角150m"
