Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,English_Address
64,500001327,2,12,"[(72.91797169145696, 19.087768525983968)]",Ghatkopar Bus Terminus,"on the south side of Vasantdada Patil Marg, 100m from the northwest corner of the junction of Vasantdada Patil Marg and Vasantdada Patil Marg"
65,500001328,2,12,"[(72.91845010512945, 19.086326305226404)]",Ghatkopar BEST Bus Depot,"on the north side of unknown road, 100m from the west corner of the junction of Vasantdada Patil Marg and unknown road"
66,500001329,2,12,"[(72.91416907172038, 19.07997450993998)]",Police Football Ground,"on the north side of Vallabh Baug lane, 900m from the northeast corner of the junction of Shanti Path and Vallabh Baug lane"
67,500001330,2,12,"[(72.91340664716044, 19.084104370914783)]",Shivaji Shikshan Sanstha High School,"on the west side of A.S. Gawde Marg, within 50m from the southwest corner of the junction of Pant Nagar Colony Road and A.S. Gawde Marg"
68,500001402,2,12,"[(72.91937162734423, 19.063650504297886)]",Plot No. 6,"on the north side of unknown road, 600m from the northwest corner of the junction of unknown road and unknown road"
69,500001403,2,12,"[(72.91742714775374, 19.062877971097922)]",Plot no.25,"on the north side of Ghatkopar - Mankhurd Link Road, 300m from the east corner of the junction of Jeejabai Bhosale Marg and Ghatkopar - Mankhurd Link Road"
70,500001404,2,12,"[(72.92004706631789, 19.067452229660024)]",Durga Seva Sangh,"on the west side of unknown road, 550m from the north corner of the junction of unknown road and unknown road"
71,500001587,2,12,"[(72.91968237304131, 19.064228246656736)]",Plot No.5,"on the south side of unknown road, 100m from the northeast corner of the junction of unknown road and unknown road"
72,500001593,2,12,"[(72.91787125047404, 19.063766484165374)]",Plot no.20,"on the west side of unknown road, within 50m from the west corner of the junction of unknown road and unknown road"
73,500001644,2,12,"[(72.91998368572519, 19.064787074575246)]",Plot No.4,"on the east side of unknown road, 150m from the northeast corner of the junction of unknown road and unknown road"
74,500001656,2,12,"[(72.92006676425409, 19.063344711037452)]",Plot .No.12,"on the east side of unknown road, 600m from the northwest corner of the junction of unknown road and unknown road"
75,500001753,2,12,"[(72.91292687167653, 19.061628673337996)]",Universal Majestic,"on the west side of Shankara Colony Road, 100m from the northwest corner of the junction of P.L. Lokhande Marg and Shankara Colony Road"
76,500001822,2,12,"[(72.87414530320545, 19.04660293261722)]",Sion Panvel Highway nearby,"on the north side of unknown road, 400m from the north corner of the junction of unknown road and unknown road"
77,500001833,2,12,"[(72.85417537748917, 19.095585752203558)]",Air Port Road nearby,"on the north side of unknown road, within 50m from the northwest corner of the junction of Air Port Road and unknown road"
78,500001834,2,12,"[(72.85625161054865, 19.09370816367255)]",Air Port Road nearby,"on the east side of Air Port Road, 300m from the southeast corner of the junction of unknown road and Air Port Road"
79,500001835,2,12,"[(72.85559452972963, 19.093923462403737)]",Air Port Road nearby,"on the north side of Air Port Road, 300m from the southeast corner of the junction of unknown road and Air Port Road"
80,500001880,2,12,"[(72.87469760837126, 19.05914642166601)]",A H Wadia Marg nearby,"on the south side of A H Wadia Marg, 150m from the southeast corner of the junction of Lal Bahadur Shastri Marg and A H Wadia Marg"
81,500001881,2,12,"[(72.88554498152115, 19.056736765208456)]",Vasantarao Naik Marg nearby,"on the north side of Eastern Express Highway, 100m from the northeast corner of the junction of Eastern Express Highway and Eastern Express Highway"
82,500001882,2,12,"[(72.8730685832617, 19.058427184224428)]",Swadeshi Mill,"on the south side of A H Wadia Marg, 100m from the south corner of the junction of Lal Bahadur Shastri Marg and A H Wadia Marg"
83,500001884,2,12,"[(72.90865761598477, 19.085966419242897)]",Mahatma Gandhi Road nearby,"on the east side of Mahatma Gandhi Road, within 50m from the northeast corner of the junction of Cama Lane and Mahatma Gandhi Road"
84,500001885,2,12,"[(72.86383165143006, 19.049704389310342)]",Dharavi Depot Road nearby,"on the north side of Sant Rohidas Marg, 50m from the northeast corner of the junction of unknown road and Sant Rohidas Marg"
85,500001886,2,12,"[(72.86805488619544, 19.050592617186698)]",N S Mankikar Marg nearby,"on the east side of N S Mankikar Marg, 100m from the east corner of the junction of unknown road and N S Mankikar Marg"
86,500001901,2,12,"[(72.91648448831681, 19.09554529613042)]",Damodar Park,"on the east side of LBS Marg, 50m from the east corner of the junction of unknown road and LBS Marg"
87,500002004,2,12,"[(72.88935064207585, 19.08628646452334)]",Phoenix Market City,"on the east side of LBS Marg, 150m from the northeast corner of the junction of Kale Marg and LBS Marg"
88,500002005,2,12,"[(72.89072180189778, 19.08525359535987)]",LBS Marg nearby,"on the east side of LBS Marg, 250m from the east corner of the junction of Kale Marg and LBS Marg"
89,500002029,2,12,"[(72.89605345958478, 19.055550409779382)]",chembur high school,"on the east side of Ramakrishna Chemburkar Marg, 150m from the northeast corner of the junction of Sion Panvel Highway and Ramakrishna Chemburkar Marg"
90,500002030,2,12,"[(72.89776523347925, 19.05613654805895)]",Sandu Park,"on the south side of unknown road, within 50m from the east corner of the junction of Road No 10 and unknown road"
91,500002036,2,12,"[(72.83516263897022, 19.05180584841249)]",Ali Yavar Jung National Institute for the Hearing Handicapped,"on the south side of K C Marg, 100m from the west corner of the junction of unknown road and K C Marg"
92,500002037,2,12,"[(72.88542032811472, 19.065741506282304)]",Mother Dairy Road nearby,"on the north side of Lokmanya Tilak Terminus Road, 400m from the southwest corner of the junction of Santa Cruz – Chembur Link Road and Lokmanya Tilak Terminus Road"
93,500002038,2,12,"[(72.88216775600428, 19.071382797789738)]",Santa Cruz – Chembur Link Road nearby,"on the south side of Santa Cruz – Chembur Link Road, 650m from the west corner of the junction of Santa Cruz – Chembur Link Road and Santa Cruz – Chembur Link Road"
94,500002133,2,12,"[(72.85839118113202, 19.078459841617363)]",Nav - Jyot Society,"on the south side of Jawaharlal Nehru Road, 250m from the south corner of the junction of Jawaharlal Nehru Road and Jawaharlal Nehru Road"
95,500002134,2,12,"[(72.85827968312536, 19.07819811707581)]",Namaskar apartments,"on the south side of Jawaharlal Nehru Road, 250m from the south corner of the junction of Jawaharlal Nehru Road and Jawaharlal Nehru Road"
96,500002135,2,12,"[(72.85840779001379, 19.078776996212124)]",Landmark apartments,"on the west side of Jawaharlal Nehru Road, 250m from the south corner of the junction of Jawaharlal Nehru Road and Jawaharlal Nehru Road"
97,500002136,2,12,"[(72.85807916340883, 19.07896313323763)]",Jazz enclave,"on the south side of Jawaharlal Nehru Road, 200m from the south corner of the junction of Jawaharlal Nehru Road and Jawaharlal Nehru Road"
98,500002137,2,12,"[(72.8577428803424, 19.077461125370622)]",Green field apartments,"on the north side of unknown road, 1500m from the west corner of the junction of Santa Cruz – Chembur Link Road and unknown road"
99,500002138,2,12,"[(72.85850017860864, 19.07701867941258)]",Niron Hospital and Research Center,"on the north side of unknown road, 1450m from the west corner of the junction of Santa Cruz – Chembur Link Road and unknown road"
100,500002139,2,12,"[(72.85649741946246, 19.07899438231489)]",Aakash Darshan,"on the south side of Jawaharlal Nehru Road, 250m from the southwest corner of the junction of Jawaharlal Nehru Road and Jawaharlal Nehru Road"
101,500002140,2,12,"[(72.8591853160541, 19.078006863085893)]",Rehman towers,"on the west side of Jawaharlal Nehru Road, 350m from the south corner of the junction of Jawaharlal Nehru Road and Jawaharlal Nehru Road"
102,500002141,2,12,"[(72.83534193814816, 19.06424081069985)]",R D National College Of Arts & Commerce,"on the east side of Linking Road, 400m from the southeast corner of the junction of PD Hinduja Road (Khar Pali Road) and Linking Road"
103,500002142,2,12,"[(72.8357723900156, 19.063899510660427)]",TSEC College,"on the east side of PG Kher Marg, 50m from the east corner of the junction of RK Patkar Marg (Waterfield Road) and PG Kher Marg"
104,500002146,2,12,"[(72.84481901974804, 19.085905043024734)]",Service Road nearby,"on the south side of Western Express Highway, 1200m from the southwest corner of the junction of unknown road and Western Express Highway"
105,500002147,2,12,"[(72.84433000505842, 19.085521571276495)]",BMC Municipal School,"on the west side of Service Road, 200m from the northwest corner of the junction of unknown road and Service Road"
106,500002148,2,12,"[(72.84506864726963, 19.084683861059943)]",Service Road nearby,"on the west side of Service Road, 100m from the northwest corner of the junction of unknown road and Service Road"
107,500002149,2,12,"[(72.84512301851605, 19.085111876136995)]",Service Road nearby,"on the west side of Service Road, 100m from the northwest corner of the junction of unknown road and Service Road"
108,500002150,2,12,"[(72.8420566902655, 19.08882689675516)]",Service Road nearby,"on the west side of Service Road, 150m from the southwest corner of the junction of unknown road and Service Road"
109,500002151,2,12,"[(72.84202569712623, 19.088242277407474)]",Service Road nearby,"on the west side of Service Road, 200m from the southwest corner of the junction of unknown road and Service Road"
110,500002152,2,12,"[(72.84206960505041, 19.088450354845605)]",Service Road nearby,"on the west side of Service Road, 200m from the southwest corner of the junction of unknown road and Service Road"
111,500002153,2,12,"[(72.84210244095438, 19.088641906191175)]",Service Road nearby,"on the west side of Service Road, 150m from the southwest corner of the junction of unknown road and Service Road"
112,500002154,2,12,"[(72.84201478408129, 19.08801128817386)]",Service Road nearby,"on the west side of Service Road, 200m from the southwest corner of the junction of unknown road and Service Road"
113,500002155,2,12,"[(72.84211463524254, 19.08927415169691)]",Service Road nearby,"on the west side of Service Road, 100m from the southwest corner of the junction of unknown road and Service Road"
114,500002156,2,12,"[(72.84209193970739, 19.089012713506015)]",Service Road nearby,"on the west side of Service Road, 150m from the southwest corner of the junction of unknown road and Service Road"
115,500002158,2,12,"[(72.84560102662661, 19.084599885310176)]",Service Road nearby,"on the west side of Western Express Highway, 1400m from the southwest corner of the junction of unknown road and Western Express Highway"
116,500002159,2,12,"[(72.84518007742737, 19.084526778999443)]",Service Road nearby,"on the west side of Service Road, 50m from the northwest corner of the junction of unknown road and Service Road"
117,500002160,2,12,"[(72.85298216232478, 19.056098582166687)]",BMC Parking,"on the east side of Bandra Kurla Complex Road, 750m from the southwest corner of the junction of unknown road and Bandra Kurla Complex Road"
118,500002173,2,12,"[(72.91889069190147, 19.045048464753574)]",Post Office Deonar,"on the east side of Deonar Village Road, 1300m from the southeast corner of the junction of B S Devashi Marg and Deonar Village Road"
119,500002174,2,12,"[(72.91757315385118, 19.04867201346392)]",Govandi Police station,"on the south side of Deonar Village Road, 550m from the southeast corner of the junction of B S Devashi Marg and Deonar Village Road"
120,500002176,2,12,"[(72.91945857548325, 19.049075028010837)]",Sai Simran CHS,"on the west side of Deonar Village Road, 850m from the southeast corner of the junction of B S Devashi Marg and Deonar Village Road"
121,500002177,2,12,"[(72.91913575092359, 19.048061518422898)]",Raheja Acropolis,"on the west side of Deonar Village Road, 900m from the southeast corner of the junction of B S Devashi Marg and Deonar Village Road"
122,500002223,2,12,"[(72.86456579797931, 19.073554942000303)]",Golden Square,"on the west side of Santa Cruz – Chembur Link Road, 350m from the northeast corner of the junction of unknown road and Santa Cruz – Chembur Link Road"
123,500002226,2,12,"[(72.85373979288306, 19.09654461334967)]",Bawa International,"on the north side of unknown road, 150m from the west corner of the junction of unknown road and unknown road"
124,500002227,2,12,"[(72.85346020526393, 19.096691866196146)]",Ibis,"on the south side of Western Express Highway, 600m from the northeast corner of the junction of Western Express Highway and Western Express Highway"
125,500002228,2,12,"[(72.85488910293236, 19.09738043541621)]",Hotel Transit,"on the west side of unknown road, 1100m from the southwest corner of the junction of unknown road and unknown road"
126,500002278,2,12,"[(72.83427679214272, 19.0848467708591)]",Mosque,"on the east side of Juhu Tara Road, 50m from the northwest corner of the junction of Linking Road and Juhu Tara Road"
127,500002280,2,12,"[(72.83401694942515, 19.08409844189199)]",Lions Juhu Garden,nan
128,500002281,2,12,"[(72.83507905337586, 19.08413034247604)]",Santacruz Police Station,"on the east side of Linking Road, 600m from the north corner of the junction of North Avenue and Linking Road"
129,500002300,2,12,"[(72.87948051422264, 19.05533473708173)]",Advanced Training Institute ( ATI ) Residential Quarters,"on the west side of Vasantarao Naik Marg, 300m from the west corner of the junction of unknown road and Vasantarao Naik Marg"
130,500002301,2,12,"[(72.8810335885316, 19.061863888874896)]",Kurla Playground,"on the south side of S.G. Barve Marg, 150m from the west corner of the junction of S G Barve Marg (C S T Road) and S.G. Barve Marg"
131,500002303,2,12,"[(72.86845010951292, 19.047833969713984)]",Highway Appratement,"on the east side of Sion Panvel Highway, 50m from the south corner of the junction of Sion Panvel Highway and Sion Panvel Highway"
132,500002314,2,12,"[(72.8707001792318, 19.05065828756053)]",BKC - Eastern Express Highway Road nearby,"on the north side of BKC - Eastern Express Highway Road, 450m from the west corner of the junction of Sion Panvel Highway and BKC - Eastern Express Highway Road"
133,500002315,2,12,"[(72.87207986943876, 19.04504202687341)]",Road No 1 nearby,"on the west side of unknown road, 550m from the northwest corner of the junction of unknown road and unknown road"
134,500002316,2,12,"[(72.87357415528257, 19.053268167667703)]",Chunabhatti Road nearby,"on the west side of Chunabhatti Road, 750m from the west corner of the junction of Vasantarao Naik Marg and Chunabhatti Road"
135,500002317,2,12,"[(72.87842003138054, 19.0529851963198)]",Vidnyan bhawan,"on the south side of Chunabhatti Road, 800m from the east corner of the junction of unknown road and Chunabhatti Road"
136,500002318,2,12,"[(72.87868826679286, 19.05309865372603)]",Dayalbagh University,"on the south side of Chunabhatti Road, 200m from the west corner of the junction of Vasantarao Naik Marg and Chunabhatti Road"
137,500002319,2,12,"[(72.84450361662503, 19.05447254833073)]",Anant Kanekar Marg nearby,"on the south side of Anant Kanekar Marg, 200m from the southwest corner of the junction of A K Marg (Station Road) and Anant Kanekar Marg"
138,500002324,2,12,"[(72.87102736109972, 19.055466646237143)]",Reliance Industries Ltd,"on the north side of Swadeshi Mills Road, 100m from the north corner of the junction of unknown road and Swadeshi Mills Road"
139,500002325,2,12,"[(72.87998883737518, 19.053157430943063)]",Ashok Nagar,"on the north side of unknown road, 450m from the northeast corner of the junction of unknown road and unknown road"
140,500002395,2,12,"[(72.83361620747846, 19.08510590581396)]",Sacred Heart Church Cemetery,"on the north side of Juhu Tara Road, 50m from the northwest corner of the junction of Linking Road and Juhu Tara Road"
141,500002396,2,12,"[(72.83323383457821, 19.084202858087767)]",All India Balkan-Ji-Bari Education and Entertainment,"on the south side of Juhu Tara Road, 100m from the west corner of the junction of Linking Road and Juhu Tara Road"
142,500002397,2,12,"[(72.83412218478415, 19.064306706300826)]",Patwardhan Park,"on the west side of Linking Road, 350m from the south corner of the junction of PD Hinduja Road (Khar Pali Road) and Linking Road"
143,500002398,2,12,"[(72.8385665430312, 19.05174792941116)]",Jama Masjid,"on the east side of Swami Vivekanand Road, 50m from the northeast corner of the junction of unknown road and Swami Vivekanand Road"
144,500002399,2,12,"[(72.83870951984099, 19.05157242561696)]",Madrasa,"on the east side of Swami Vivekanand Road, 50m from the northeast corner of the junction of unknown road and Swami Vivekanand Road"
145,500002401,2,12,"[(72.84247223509698, 19.04641026480167)]",S.L. Raheja Hospital,"on the north side of Mori Road, 250m from the northwest corner of the junction of Senapati Bapat Marg and Mori Road"
146,500002402,2,12,"[(72.84214007665436, 19.04734264910705)]",Sagar Society,"on the north side of SL Raheja Hospital Marg, within 50m from the north corner of the junction of Senapati Bapat Marg and SL Raheja Hospital Marg"
147,500002416,2,12,"[(72.87472991836384, 19.05448807207402)]",Muktadevi Manoranjan Udyan,"on the north side of Chunabhatti Road, 550m from the west corner of the junction of Vasantarao Naik Marg and Chunabhatti Road"
