Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,English_Address
12,500000012,2,12,"[(18.46239424052188, -33.9597355340653)]",Rhodes Drive nearby,"on the west side of Rhodes Drive, 250m from the northeast corner of the junction of Rhodes Drive and Rhodes Drive"
13,500000013,2,12,"[(18.46295823772389, -33.95785478125566)]",Rhodes Drive nearby,"on the north side of Rhodes Drive, 400m from the northeast corner of the junction of Rhodes Drive and Rhodes Drive"
14,500000014,2,12,"[(18.459015568395444, -33.95748343206617)]",Rhodes Drive nearby,"on the north side of Rhodes Drive, 50m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
15,500000015,2,12,"[(18.459111795852987, -33.96021150012947)]",Rhodes Drive nearby,"on the north side of unknown road, within 50m from the northwest corner of the junction of Rhodes Drive and unknown road"
16,500000016,2,12,"[(18.463776176953164, -33.95302751184778)]",Woolsack Drive nearby,"on the north side of unknown road, within 50m from the northwest corner of the junction of Woolsack Drive and unknown road"
17,500000017,2,12,"[(18.463699248921582, -33.95362957507024)]",Woolsack Drive nearby,"on the north side of Rhodes Drive, 900m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
18,500000018,2,12,"[(18.46375692847532, -33.95423125175733)]",Rhodes Drive nearby,"on the north side of Rhodes Drive, 850m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
19,500000019,2,12,"[(18.463425329413965, -33.954878348157635)]",Rhodes Drive nearby,"on the west side of Rhodes Drive, 800m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
20,500000020,2,12,"[(18.46362285913112, -33.954525607313215)]",Rhodes Drive nearby,"on the north side of Rhodes Drive, 850m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
21,500000021,2,12,"[(18.45868345536581, -33.9527378613319)]",Woolsack Drive nearby,"on the west side of Rhodes Drive, 800m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
22,500000022,2,12,"[(18.458619623366452, -33.95685822968268)]",UCT Tennis Club,"on the north side of unknown road, 200m from the north corner of the junction of Rhodes Drive and unknown road"
23,500000023,2,12,"[(18.45904967603086, -33.963116953824844)]",Rhodes Drive nearby,"on the west side of Rhodes Drive, within 50m from the northwest corner of the junction of Union Avenue and Rhodes Drive"
24,500000024,2,12,"[(18.463154422724664, -33.95558861193763)]",UCT Sports Centre,"on the north side of Rhodes Drive, 700m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
25,500000025,2,12,"[(18.48346293189287, -33.946237792038)]",Raleigh Park,"on the south side of Kromboom Parkway, 400m from the northwest corner of the junction of unknown road and Kromboom Parkway"
26,500000026,2,12,"[(18.45973994367986, -33.96106507307017)]",Rhodes Drive nearby,"on the north side of Rhodes Drive, 200m from the north corner of the junction of Union Avenue and Rhodes Drive"
27,500000027,2,12,"[(18.467664999999997, -33.947435000000006)]",Rhodes Drive nearby,"on the south side of unknown road, 100m from the south corner of the junction of Settlers Way and unknown road"
28,500000028,2,12,"[(18.463633747577994, -33.94024564705767)]",Main Road nearby,"on the west side of Main Road, within 50m from the southwest corner of the junction of Station Road and Main Road"
29,500000029,2,12,"[(18.504286666216416, -33.924352732191224)]",Oude Molen Technical High School,"on the north side of Jan Smuts Drive, within 50m from the north corner of the junction of Jan Smuts Drive and Jan Smuts Drive"
30,500000030,2,12,"[(18.505809629424654, -33.92406690777916)]",College of Cape Town (Pinelands Campus),"on the north side of Jan Smuts Drive, 650m from the west corner of the junction of Welwyn Avenue and Jan Smuts Drive"
31,500000031,2,12,"[(18.498803172365932, -33.940271691045055)]",Pinelands Bowling Club,"on the west side of Saint Stephens Road, 100m from the northwest corner of the junction of Forest Drive and Saint Stephens Road"
32,500000032,2,12,"[(18.474832289777847, -33.960567639355325)]",Belmont Road nearby,"on the south side of Belmont Road, 400m from the east corner of the junction of Main Road and Belmont Road"
33,500000033,2,12,"[(18.483576027227333, -33.9652520744792)]",Oaks Field,"on the north side of Sandown Road, 650m from the northwest corner of the junction of Milner Road and Sandown Road"
34,500000034,2,12,"[(18.478334784315138, -33.9629727625755)]",Woodlands Astroturf,"on the north side of Sandown Road, 100m from the east corner of the junction of Camp Ground Road and Sandown Road"
35,500000035,2,12,"[(18.49340415784369, -33.961078263412375)]",Kromboom Parkway nearby,"on the south side of unknown road, 500m from the northwest corner of the junction of Kromboom Parkway and unknown road"
36,500000036,2,12,"[(18.486828949764693, -33.96448069631589)]",Lugtensvale,"on the south side of Milner Road, 50m from the southwest corner of the junction of Milner Road and Milner Road"
37,500000037,2,12,"[(18.468455542416354, -33.95259483273023)]",Rhodes Avenue nearby,"on the south side of Rhodes Avenue, 450m from the southwest corner of the junction of Saint Peter's Road and Rhodes Avenue"
38,500000038,2,12,"[(18.490752197190016, -33.92941851731426)]",Berkley Road nearby,"on the north side of Alexandra Road, 1000m from the east corner of the junction of Berkley Road and Alexandra Road"
39,500000039,2,12,"[(18.480711788093338, -33.93912967290723)]",Valkenberg Psychiatric Hospital,"on the north side of Settlers Way, 50m from the north corner of the junction of Settlers Way and Settlers Way"
40,500000040,2,12,"[(18.48780187717781, -33.93480277536432)]",Alexandra Road nearby,"on the west side of Alexandra Road, 800m from the south corner of the junction of Berkley Road and Alexandra Road"
41,500000041,2,12,"[(18.498789358733383, -33.93833412119875)]",Pinelands Municipal Offices,"on the east side of Central Square, 50m from the south corner of the junction of Central Square and Central Square"
42,500000048,2,12,"[(18.471388164159766, -33.9411744844356)]",Observatory Junior School,"on the east side of Lower Main Road, 250m from the northeast corner of the junction of Main Road and Lower Main Road"
43,500000049,2,12,"[(18.47435659139745, -33.941473131275615)]",Mary Kihn School,"on the north side of unknown road, within 50m from the north corner of the junction of Settlers Way and unknown road"
44,500000050,2,12,"[(18.51814925381594, -33.922700540021246)]",Old Mutual Business School,"on the north side of Forest Drive Extension, 250m from the east corner of the junction of unknown road and Forest Drive Extension"
45,500000054,2,12,"[(18.456086109823765, -33.96850534026997)]",Union Avenue nearby,"on the south side of Union Avenue, 100m from the south corner of the junction of unknown road and Union Avenue"
46,500000056,2,12,"[(18.45754061895684, -33.96896965883646)]",Newlands Avenue nearby,"on the north side of Newlands Avenue, 450m from the northeast corner of the junction of Kildare Road and Newlands Avenue"
47,500000057,2,12,"[(18.462512341950674, -33.968526955418675)]",Klipper Road nearby,"on the south side of Klipper Road, 50m from the south corner of the junction of Klipper Road and Klipper Road"
48,500000082,2,12,"[(18.424744849400433, -33.92483328769005)]",Grand Parade,"on the east side of Darling Street, 50m from the east corner of the junction of Lower Plein Street and Darling Street"
49,500000083,2,12,"[(18.482820864635094, -33.92035461017502)]",Maitland High School,"on the north side of Koeberg Road, 50m from the northeast corner of the junction of Koeberg Road and Koeberg Road"
50,500000084,2,12,"[(18.482899785555407, -33.91912258969527)]",Koeberg Road nearby,"on the east side of unknown road, 200m from the southwest corner of the junction of unknown road and unknown road"
51,500000086,2,12,"[(18.416724000000002, -33.921145)]",Buitengracht Street nearby,"on the west side of Buitengracht Street, 300m from the southwest corner of the junction of Strand Street and Buitengracht Street"
52,500000087,2,12,"[(18.41725957031995, -33.92064564114795)]",Buitengracht Street nearby,"on the west side of Buitengracht Street, 200m from the southwest corner of the junction of Strand Street and Buitengracht Street"
53,500000088,2,12,"[(18.417740999999996, -33.9202025)]",Buitengracht Street nearby,"on the north side of Buitengracht Street, 200m from the southwest corner of the junction of Strand Street and Buitengracht Street"
54,500000089,2,12,"[(18.418352493997165, -33.91963163926801)]",Buitengracht Street nearby,"on the west side of Buitengracht Street, 50m from the southwest corner of the junction of Strand Street and Buitengracht Street"
55,500000092,2,12,"[(18.46159272424696, -33.957245137581225)]",Mathematics Building,"on the north side of Rhodes Drive, 500m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
56,500000093,2,12,"[(18.46168426813753, -33.95648196046516)]",H W Pearson Building,"on the north side of Rhodes Drive, 600m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
57,500000094,2,12,"[(18.460729007465165, -33.95765576507112)]",Sarah Baartman Hall,"on the west side of Rhodes Drive, 450m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
58,500000095,2,12,"[(18.46105760578756, -33.9573577842084)]",Otto Beit Building,"on the west side of Rhodes Drive, 550m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
59,500000096,2,12,"[(18.460626249553346, -33.95728142635837)]",Hlanganani,"on the west side of Rhodes Drive, 550m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
60,500000097,2,12,"[(18.460378985796204, -33.957608629997964)]",Chancellor Oppenheimer Library,"on the west side of Rhodes Drive, 500m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
61,500000098,2,12,"[(18.460631981196084, -33.958032934634)]",Jagger Library,"on the west side of Rhodes Drive, 400m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
62,500000099,2,12,"[(18.460162538805218, -33.957608792687566)]",Immelman Building,"on the north side of Rhodes Drive, 450m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
63,500000102,2,12,"[(18.46134929779336, -33.95830637422542)]",Arts Block,"on the north side of Rhodes Drive, 400m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
64,500000103,2,12,"[(18.461119500000002, -33.9590175)]",Beattie Building,"on the north side of Rhodes Drive, 100m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
65,500000104,2,12,"[(18.460774992553972, -33.95979133955407)]",Centlivres Building,"on the north side of unknown road, 100m from the north corner of the junction of Rhodes Drive and unknown road"
66,500000105,2,12,"[(18.461100106951047, -33.956851036257014)]",Computer Science Building,"on the south side of Rhodes Drive, 600m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
67,500000106,2,12,"[(18.461143056296184, -33.95623775585501)]",John Day Zoology Building,"on the north side of Rhodes Drive, 650m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
68,500000107,2,12,"[(18.461729000000002, -33.955613500000005)]",R W James Building,"on the north side of Rhodes Drive, 700m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
69,500000108,2,12,"[(18.461072672078043, -33.955301904207914)]",Molecular Biology Building,"on the west side of Rhodes Drive, 750m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
70,500000114,2,12,"[(18.460711377770743, -33.95853543092882)]",Electrical & Mechanical Engineering Building,"on the north side of Rhodes Drive, 100m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
71,500000115,2,12,"[(18.46020937386815, -33.95849098848839)]",Menzies Building,"on the north side of Rhodes Drive, 100m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
72,500000116,2,12,"[(18.460242713930317, -33.959466026503435)]",Leslie Social Sciences Building,"on the north side of unknown road, 100m from the north corner of the junction of Rhodes Drive and unknown road"
73,500000117,2,12,"[(18.459772125625047, -33.959304065080275)]",Leslie Commerce Building,"on the north side of unknown road, 50m from the north corner of the junction of Rhodes Drive and unknown road"
74,500000118,2,12,"[(18.45998445149389, -33.960054185566364)]",Neville Alexander Building,"on the north side of unknown road, 50m from the north corner of the junction of Rhodes Drive and unknown road"
75,500000119,2,12,"[(18.459552524844714, -33.95973438751917)]",Oppenheimer Institute,"on the north side of unknown road, 50m from the northwest corner of the junction of Rhodes Drive and unknown road"
76,500000120,2,12,"[(18.45942142205971, -33.95994578422533)]",Kaplan Centre,"on the north side of unknown road, 50m from the northwest corner of the junction of Rhodes Drive and unknown road"
77,500000121,2,12,"[(18.459460999999997, -33.958040499999996)]",Chemical Engineering Building,"on the north side of Rhodes Drive, 100m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
78,500000122,2,12,"[(18.457807, -33.9590305)]",Educare Centre,"on the north side of unknown road, 50m from the northwest corner of the junction of Rhodes Drive and unknown road"
79,500000123,2,12,"[(18.45842915179708, -33.95968036344842)]",Maintenance Building,"on the north side of unknown road, within 50m from the northwest corner of the junction of Rhodes Drive and unknown road"
80,500000124,2,12,"[(18.460527499999998, -33.9589675)]",Geological Sciences Building,"on the north side of Rhodes Drive, 100m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
81,500000125,2,12,"[(18.458736324647617, -33.95994994354285)]",Geological Sciences Extension Building,"on the north side of unknown road, within 50m from the northwest corner of the junction of Rhodes Drive and unknown road"
82,500000126,2,12,"[(18.461156637945578, -33.95578424296899)]",Chris Hani Lecture Theatre,"on the west side of Rhodes Drive, 700m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
83,500000127,2,12,"[(18.460593941333688, -33.95689304634963)]",Steve Biko Students' Union,"on the west side of Rhodes Drive, 550m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
84,500000128,2,12,"[(18.459992766596653, -33.95720994636962)]",Environmental & Geographical Science Building,"on the west side of Rhodes Drive, 500m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
85,500000129,2,12,"[(18.462483, -33.95600449999999)]",Visitors Reception & Information,"on the west side of Rhodes Drive, 700m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
86,500000130,2,12,"[(18.465148600964593, -33.95759402216802)]",Wilfred & Jules Kramer Law Building,"on the east side of Rhodes Drive, 350m from the south corner of the junction of unknown road and Rhodes Drive"
87,500000131,2,12,"[(18.47056187356128, -33.95702450457616)]",Baxter Theatre Center,"on the west side of Liesbeek Parkway, 450m from the northwest corner of the junction of Belmont Road and Liesbeek Parkway"
88,500000132,2,12,"[(18.460140771260445, -33.956708112498795)]",Huri ǂ oaxa,"on the west side of Rhodes Drive, 600m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
89,500000133,2,12,"[(18.462764735237585, -33.93548086972927)]",Salt River Secondary School,"on the west side of Lower Main Road, 550m from the south corner of the junction of Albert Road and Lower Main Road"
90,500000141,2,12,"[(18.461443784831893, -33.93211637821171)]",Cecil Road Primary School,"on the east side of Durham Avenue, 200m from the northeast corner of the junction of Victoria Road and Durham Avenue"
91,500000142,2,12,"[(18.462459406826483, -33.93258789120332)]",Dryden Street Primary School,"on the east side of Durham Avenue, 200m from the northeast corner of the junction of Victoria Road and Durham Avenue"
92,500000143,2,12,"[(18.453430495395843, -33.93535373423824)]",Queen's Park High School,"on the east side of Roodebloem Road, 500m from the south corner of the junction of Victoria Road and Roodebloem Road"
93,500000144,2,12,"[(18.417147083511434, -33.9273117997457)]",Company's Garden,"on the north side of Saint Johns Road, 250m from the west corner of the junction of Plein Street and Saint Johns Road"
94,500000145,2,12,"[(18.448591745174838, -33.933361633798036)]",Mountain Road Primary School,"on the east side of unknown road, 50m from the east corner of the junction of Nelson Mandela Boulevard and unknown road"
95,500000150,2,12,"[(18.515513947602443, -33.922817597661734)]",Forest Drive Extension nearby,"on the north side of Forest Drive Extension, within 50m from the north corner of the junction of unknown road and Forest Drive Extension"
96,500000151,2,12,"[(18.486349797671352, -33.92360305341718)]",Voortrekker Road nearby,"on the south side of Voortrekker Road, 450m from the east corner of the junction of Cannon Road and Voortrekker Road"
97,500000153,2,12,"[(18.511769163627488, -33.922081178952325)]",Jan Smuts Drive nearby,"on the west side of Jan Smuts Drive, 100m from the north corner of the junction of Welwyn Avenue and Jan Smuts Drive"
98,500000154,2,12,"[(18.512492267310694, -33.92332415970703)]",Old Mutual Head Office,"on the east side of Jan Smuts Drive, 150m from the north corner of the junction of Welwyn Avenue and Jan Smuts Drive"
99,500000155,2,12,"[(18.499015135062557, -33.961763142757604)]",Klipfontein Road nearby,"on the west side of Klipfontein Road, 800m from the west corner of the junction of Jan Smuts Drive and Klipfontein Road"
100,500000158,2,12,"[(18.512377660408372, -33.96308271969569)]",Gleemoor Park,"on the south side of Klipfontein Service Road, 150m from the southeast corner of the junction of Thornton Road and Klipfontein Service Road"
101,500000160,2,12,"[(18.5086702894607, -33.96866480517604)]",Ned Doman High School,"on the east side of Jan Smuts Drive, 600m from the north corner of the junction of Kromboom Road and Jan Smuts Drive"
102,500000161,2,12,"[(18.50895440337551, -33.96380413190657)]",Alicedale Primary School,"on the west side of Thornton Road, 100m from the southwest corner of the junction of Klipfontein Service Road and Thornton Road"
103,500000163,2,12,"[(18.504055622593693, -33.96396706871507)]",Jan Smuts Drive nearby,"on the west side of Jan Smuts Drive, 200m from the northwest corner of the junction of Jan Smuts Drive and Jan Smuts Drive"
104,500000164,2,12,"[(18.505884557482833, -33.96670458137024)]",Jan Smuts Drive nearby,"on the south side of Jan Smuts Drive, within 50m from the southwest corner of the junction of Jan Smuts Drive and Jan Smuts Drive"
105,500000165,2,12,"[(18.502623958750945, -33.96478107481437)]",St. Raphael's Primary School,"on the west side of Jan Smuts Drive, 150m from the west corner of the junction of Jan Smuts Drive and Jan Smuts Drive"
106,500000166,2,12,"[(18.502050654684943, -33.96838844227915)]",Al Azhar Islamic High School,"on the south side of Jan Smuts Drive, 100m from the southwest corner of the junction of Jan Smuts Drive and Jan Smuts Drive"
107,500000168,2,12,"[(18.511940259373628, -33.934085422222864)]",Howard Center Open Parking,"on the north side of Howard Drive, 350m from the east corner of the junction of Forest Drive and Howard Drive"
108,500000169,2,12,"[(18.50634425716655, -33.92627226010305)]",SAPS Sports & Recreation Club,"on the south side of Jan Smuts Drive, 500m from the west corner of the junction of Welwyn Avenue and Jan Smuts Drive"
109,500000182,2,12,"[(18.42373993263602, -33.92542412039024)]",Cape Town City Hall,"on the south side of Darling Street, 50m from the southeast corner of the junction of Lower Plein Street and Darling Street"
110,500000183,2,12,"[(18.464398973850326, -33.956188435915706)]",Rhodes Drive nearby,"on the south side of Rhodes Drive, 700m from the northeast corner of the junction of Rhodes Drive and Rhodes Drive"
111,500000184,2,12,"[(18.46390290701711, -33.95806134336171)]",Summer House,"on the east side of Rhodes Drive, 500m from the northeast corner of the junction of Rhodes Drive and Rhodes Drive"
112,500000222,2,12,"[(18.51734388407927, -33.963312919219916)]",Klipfontein Road nearby,"on the west side of Klipfontein Road, 400m from the east corner of the junction of Belgravia Road and Klipfontein Road"
113,500000224,2,12,"[(18.52041912315688, -33.962045805826484)]",Calendula Street nearby,"on the north side of Calendula Street, 100m from the north corner of the junction of Klipfontein Road and Calendula Street"
114,500000242,2,12,"[(18.477846660317834, -33.96017707688338)]",Belmont Road nearby,"on the south side of Belmont Road, within 50m from the southwest corner of the junction of Liesbeek Parkway and Belmont Road"
115,500000243,2,12,"[(18.491812896687883, -33.955758969189006)]",Klipfontein Road nearby,"on the west side of Klipfontein Road, 300m from the northwest corner of the junction of unknown road and Klipfontein Road"
116,500000246,2,12,"[(18.460221903769124, -33.95889775971296)]",Rhodes Drive nearby,"on the north side of Rhodes Drive, 100m from the north corner of the junction of Rhodes Drive and Rhodes Drive"
117,500000247,2,12,"[(18.477408, -33.9502825)]",Liesbeek Parkway nearby,"on the east side of Liesbeek Parkway, 200m from the south corner of the junction of Durban Road and Liesbeek Parkway"
118,500000252,2,12,"[(18.42394769400349, -33.91945257964093)]",Thibault Square Parking,"on the south side of Hans Strijdom Avenue, 50m from the south corner of the junction of Long Street and Hans Strijdom Avenue"
119,500000254,2,12,"[(18.429915515382127, -33.92199596684985)]",Civic Centre Outside Parking,"on the south side of Hertzog Boulevard, 200m from the west corner of the junction of unknown road and Hertzog Boulevard"
120,500000256,2,12,"[(18.427137925906056, -33.92072567258346)]",Merriman Square,"on the south side of Heerengracht Boulevard, 100m from the south corner of the junction of unknown road and Heerengracht Boulevard"
121,500000257,2,12,"[(18.431745805256895, -33.921834518058624)]",Libertas Square Parking,"on the east side of Hertzog Boulevard, 300m from the southeast corner of the junction of D.F. Malan Street and Hertzog Boulevard"
122,500000259,2,12,"[(18.42535038869663, -33.92860965748118)]",Protea Parking,"on the west side of Darling Street, 50m from the southwest corner of the junction of Darling Street and Darling Street"
123,500000260,2,12,"[(18.42497131697842, -33.92803277096045)]",Harrington Square,"on the east side of Buitenkant Street, 150m from the east corner of the junction of Buitenkant Street and Buitenkant Street"
124,500000262,2,12,"[(18.417956723879755, -33.919336349323096)]",Fashion TV Parking,"on the west side of Buitengracht Street, 350m from the northeast corner of the junction of Wale Street and Buitengracht Street"
125,500000263,2,12,"[(18.418311899399182, -33.918909732900744)]",Strand Street nearby,"on the south side of Strand Street, 400m from the southeast corner of the junction of High Level Road and Strand Street"
126,500000264,2,12,"[(18.424463375965917, -33.92342391496467)]",Lower Plein Street nearby,"on the east side of Lower Plein Street, 150m from the northeast corner of the junction of Plein Street and Lower Plein Street"
127,500000265,2,12,"[(18.423174426390997, -33.92372339272159)]",Grand Central Shopping Centre,"on the west side of Lower Plein Street, 100m from the north corner of the junction of Plein Street and Lower Plein Street"
128,500000266,2,12,"[(18.470498528916284, -33.95466873344789)]",Woolsack Drive nearby,"on the west side of Main Road, 100m from the southwest corner of the junction of Main Road and Main Road"
129,500000267,2,12,"[(18.470660870383295, -33.95534449823219)]",Woolsack Drive nearby,"on the north side of unknown road, 100m from the east corner of the junction of Woolsack Drive and unknown road"
130,500000274,2,12,"[(18.428508806486366, -33.91911785252448)]",Hertzog Boulevard nearby,"on the west side of D.F. Malan Street, 300m from the southwest corner of the junction of F.W. de Klerk Boulevard and D.F. Malan Street"
131,500000279,2,12,"[(18.43132407616561, -33.926667968218226)]",Good Hope Centre,"on the west side of unknown road, 150m from the northwest corner of the junction of Nelson Mandela Boulevard and unknown road"
132,500000280,2,12,"[(18.42657545553114, -33.92751847223443)]",Darling Street nearby,"on the west side of Darling Street, 50m from the south corner of the junction of Darling Street and Darling Street"
133,500000290,2,12,"[(18.442052514167912, -33.937843025817344)]",Walmer Secondary School,"on the west side of Philip Kgosana Drive, 350m from the west corner of the junction of unknown road and Philip Kgosana Drive"
134,500000291,2,12,"[(18.41454295696184, -33.92983454327155)]",Little Theatre,"on the south side of Orange Street, 50m from the east corner of the junction of Orange Street and Orange Street"
135,500000292,2,12,"[(18.414160499999998, -33.930068999999996)]",Orange Street nearby,"on the east side of Orange Street, 100m from the east corner of the junction of Orange Street and Orange Street"
136,500000293,2,12,"[(18.46562895549639, -33.94220581336377)]",Chris Barnard Building,"on the north side of Settlers Way, 50m from the northeast corner of the junction of Hospital Bend and Settlers Way"
137,500000294,2,12,"[(18.46524512239755, -33.94202240218584)]",Health Sciences Library,"on the east side of Hospital Bend, within 50m from the north corner of the junction of Rhodes Drive and Hospital Bend"
138,500000295,2,12,"[(18.462536428330143, -33.941198317733104)]",Groote Schuur Hospital,"on the north side of Hospital Bend, 200m from the northwest corner of the junction of unknown road and Hospital Bend"
139,500000296,2,12,"[(18.46361412528462, -33.94139648851692)]",Hospital Bend nearby,"on the north side of Hospital Bend, 100m from the north corner of the junction of unknown road and Hospital Bend"
140,500000297,2,12,"[(18.459378556014308, -33.94182608440932)]",Clarinus Village (UCT),"on the east side of unknown road, 400m from the southeast corner of the junction of Philip Kgosana Drive and unknown road"
141,500000298,2,12,"[(18.47124804415093, -33.95493073977147)]",Leo Marquard Hall,"on the west side of Main Road, 100m from the north corner of the junction of Woolsack Drive and Main Road"
142,500000299,2,12,"[(18.420084000000003, -33.922707)]",Greenmarket Square,"on the south side of Long Street, 200m from the southwest corner of the junction of Strand Street and Long Street"
143,500000300,2,12,"[(18.414959395172843, -33.92888422600001)]",Iziko South African Museum,"on the east side of Orange Street, 100m from the northeast corner of the junction of Orange Street and Orange Street"
144,500000301,2,12,"[(18.468389000000002, -33.954617999999996)]",Woolsack Drive nearby,"on the east side of Woolsack Drive, 50m from the north corner of the junction of unknown road and Woolsack Drive"
145,500000310,2,12,"[(18.414786803563427, -33.931168932315394)]",Cape Town High School,"on the north side of Saint Johns Road, 50m from the north corner of the junction of Orange Street and Saint Johns Road"
146,500000312,2,12,"[(18.412205075917093, -33.92347779568382)]",St. Paul's Primary School,"on the north side of Buitengracht Street, 200m from the north corner of the junction of Upper Buitengracht Street and Buitengracht Street"
147,500000313,2,12,"[(18.41013453754091, -33.92344688012608)]",Vista High School,"on the north side of Upper Buitengracht Street, 500m from the north corner of the junction of unknown road and Upper Buitengracht Street"
148,500000314,2,12,"[(18.43518657212721, -33.933951125661025)]",Rahmaniyeh Primary School,"on the east side of Philip Kgosana Drive, 550m from the east corner of the junction of Philip Kgosana Drive and Philip Kgosana Drive"
149,500000315,2,12,"[(18.421579873650103, -33.93629191108021)]",Good Hope Seminary Junior School,"on the south side of unknown road, within 50m from the south corner of the junction of Jutland Avenue and unknown road"
150,500000316,2,12,"[(18.41693276106886, -33.93297385787454)]",Good Hope Seminary High School,"on the north side of Annandale Street, 200m from the east corner of the junction of Orange Street and Annandale Street"
151,500000317,2,12,"[(18.408621675772096, -33.934223282964)]",Hoërskool Jan van Riebeeck,"on the west side of Molteno Road, 50m from the west corner of the junction of Camp Street and Molteno Road"
152,500000318,2,12,"[(18.409657039006916, -33.9294755087705)]",Laerskool Jan van Riebeeck,"on the west side of Kloof Street, 350m from the southwest corner of the junction of Orange Street and Kloof Street"
153,500000320,2,12,"[(18.40530406998926, -33.93086851873705)]",Tamboerskloof Primary School,"on the west side of Kloof Street, 700m from the southwest corner of the junction of Orange Street and Kloof Street"
154,500000331,2,12,"[(18.468300011259668, -33.955823891089665)]",School of Dance,"on the south side of Woolsack Drive, within 50m from the southwest corner of the junction of unknown road and Woolsack Drive"
155,500000332,2,12,"[(18.471128701657648, -33.954027139247)]",Child Guidance Clinic,"on the west side of Main Road, within 50m from the west corner of the junction of Main Road and Main Road"
156,500000333,2,12,"[(18.471734963808906, -33.95374827034597)]",Kilindini,"on the north side of unknown road, 100m from the north corner of the junction of Main Road and unknown road"
157,500000334,2,12,"[(18.471377599622937, -33.95232405381388)]",Glenres,"on the west side of Main Road, 250m from the south corner of the junction of unknown road and Main Road"
158,500000335,2,12,"[(18.47122135390059, -33.953037473043715)]",College House,"on the west side of Main Road, 300m from the south corner of the junction of unknown road and Main Road"
